"kommunenr_2024","år","y1_predikert","y1_nedre","y1_ovre","n_bootstrap_ok"
"0301",2026,17826.3414716191,17815.2485978659,17833.0200654076,60
"0301",2027,17955.0140325828,17929.7562356865,17970.815546248,60
"0301",2028,18115.7681603699,18069.0096081231,18147.6572087158,60
"0301",2029,18313.4462798305,18236.1763731868,18369.0728241438,60
"0301",2030,18554.8121078354,18435.6310991147,18642.2829681126,60
"0301",2031,18832.8225370672,18662.3148823693,18959.6911820018,60
"0301",2032,19154.2254140485,18920.4547550199,19330.1424182964,60
"0301",2033,19510.9541752056,19204.325622952,19743.8216391873,60
"0301",2034,19909.7078713565,19518.2771436553,20209.4110477511,60
"0301",2035,20355.1308355343,19865.1184059535,20733.1751583328,60
"0301",2036,20837.4289171969,20237.9213796264,21303.8989240699,60
"0301",2037,21369.4036330839,20644.5447278688,21938.766099388,60
"0301",2038,21924.4458134041,21066.8426725343,22603.4838621382,60
"0301",2039,22512.1020462183,21510.832207735,23310.6748889547,60
"0301",2040,23140.5668871408,21981.6139477444,24071.3173724226,60
"0301",2041,23806.683860665,22476.8368896392,24881.6877439759,60
"0301",2042,24507.1183322144,22994.0946832101,25737.7512899998,60
"0301",2043,25257.0758067146,23542.8914390731,26659.8910061454,60
"0301",2044,26055.3250402425,24122.1073079619,27646.9771919986,60
"0301",2045,26913.9349095271,24739.1515842987,28715.482299074,60
"0301",2046,27824.1200540816,25388.1531807956,29854.2481181809,60
"0301",2047,28776.7823114482,26063.1868968254,31051.4825702176,60
"0301",2048,29780.5560720201,26769.5123088575,32319.0829125808,60
"0301",2049,30858.7455631061,27521.4459401758,33688.9187442992,60
"0301",2050,32029.4828258059,28329.8532855477,35186.3145770904,60
"1101",2026,619.775641247739,616.270632554348,624.052800398752,60
"1101",2027,625.722356087233,620.169295558817,632.233914565046,60
"1101",2028,632.734243579459,624.782834136027,641.927982453108,60
"1101",2029,642.257260983964,631.048671661267,655.156655437893,60
"1101",2030,654.039623026554,638.775062743906,670.766564953075,60
"1101",2031,667.561429102626,647.610607856132,688.523524043682,60
"1101",2032,682.174879402089,657.127430794831,707.74053495504,60
"1101",2033,700.095838387868,668.722281550299,731.234442473872,60
"1101",2034,719.254855862933,681.062227620293,756.365564778907,60
"1101",2035,740.251651077078,694.528326588312,784.081717441647,60
"1101",2036,761.911265096874,708.381712172777,813.232593213353,60
"1101",2037,792.108706170774,727.419216791747,854.21733230746,60
"1101",2038,820.177207419823,745.066052221761,892.419803567819,60
"1101",2039,849.277565301702,763.279653205744,932.163431232718,60
"1101",2040,877.775620848711,781.074708663327,971.163630235536,60
"1101",2041,908.760157939176,800.292370081868,1013.75804945119,60
"1101",2042,946.006098405523,823.142610969849,1065.33270954898,60
"1101",2043,986.569842114805,847.826827835306,1121.82357966831,60
"1101",2044,1021.96692840251,869.418501954006,1171.07591114751,60
"1101",2045,1055.69663158458,889.977740915512,1218.03972210723,60
"1101",2046,1091.61262859637,911.748213600336,1268.2398261576,60
"1101",2047,1138.49560509525,939.71070281996,1334.47994019281,60
"1101",2048,1185.37493753057,967.554878945758,1400.92786102309,60
"1101",2049,1229.72249072941,993.828134017053,1463.89552396979,60
