"Region","Kjonn","Alder","ContentsCode","Tid","verdi","status","Region_tekst","Kjonn_tekst","Alder_tekst","ContentsCode_tekst","Tid_tekst","ssb_tabell","hentet_utc"
"3101","2","001","Personer1","2026",133,,"Halden","Kvinner","1 år","Personer","2026","07459","2026-09-10 13:01:08 UTC"
"3101","2","002","Personer1","2005",0,,"Halden","Kvinner","2 år","Personer","2005","07459","2026-09-10 13:01:08 UTC"
"3101","2","002","Personer1","2006",0,,"Halden","Kvinner","2 år","Personer","2006","07459","2026-09-10 13:01:08 UTC"
"3101","2","002","Personer1","2007",0,,"Halden","Kvinner","2 år","Personer","2007","07459","2026-09-10 13:01:08 UTC"
"3101","2","002","Personer1","2008",0,,"Halden","Kvinner","2 år","Personer","2008","07459","2026-09-10 13:01:08 UTC"
"3101","2","002","Personer1","2009",0,,"Halden","Kvinner","2 år","Personer","2009","07459","2026-09-10 13:01:08 UTC"
"3101","2","002","Personer1","2010",0,,"Halden","Kvinner","2 år","Personer","2010","07459","2026-09-10 13:01:08 UTC"
"3101","2","002","Personer1","2011",0,,"Halden","Kvinner","2 år","Personer","2011","07459","2026-09-10 13:01:08 UTC"
"3101","2","002","Personer1","2012",0,,"Halden","Kvinner","2 år","Personer","2012","07459","2026-09-10 13:01:08 UTC"
"3101","2","002","Personer1","2013",0,,"Halden","Kvinner","2 år","Personer","2013","07459","2026-09-10 13:01:08 UTC"
"3101","2","002","Personer1","2014",0,,"Halden","Kvinner","2 år","Personer","2014","07459","2026-09-10 13:01:08 UTC"
"3101","2","002","Personer1","2015",0,,"Halden","Kvinner","2 år","Personer","2015","07459","2026-09-10 13:01:08 UTC"
"3101","2","002","Personer1","2016",0,,"Halden","Kvinner","2 år","Personer","2016","07459","2026-09-10 13:01:08 UTC"
"3101","2","002","Personer1","2017",0,,"Halden","Kvinner","2 år","Personer","2017","07459","2026-09-10 13:01:08 UTC"
"3101","2","002","Personer1","2018",0,,"Halden","Kvinner","2 år","Personer","2018","07459","2026-09-10 13:01:08 UTC"
"3101","2","002","Personer1","2019",0,,"Halden","Kvinner","2 år","Personer","2019","07459","2026-09-10 13:01:08 UTC"
"3101","2","002","Personer1","2020",0,,"Halden","Kvinner","2 år","Personer","2020","07459","2026-09-10 13:01:08 UTC"
"3101","2","002","Personer1","2021",0,,"Halden","Kvinner","2 år","Personer","2021","07459","2026-09-10 13:01:08 UTC"
"3101","2","002","Personer1","2022",0,,"Halden","Kvinner","2 år","Personer","2022","07459","2026-09-10 13:01:08 UTC"
"3101","2","002","Personer1","2023",0,,"Halden","Kvinner","2 år","Personer","2023","07459","2026-09-10 13:01:08 UTC"
"3101","2","002","Personer1","2024",142,,"Halden","Kvinner","2 år","Personer","2024","07459","2026-09-10 13:01:08 UTC"
"3101","2","002","Personer1","2025",111,,"Halden","Kvinner","2 år","Personer","2025","07459","2026-09-10 13:01:08 UTC"
"3101","2","002","Personer1","2026",130,,"Halden","Kvinner","2 år","Personer","2026","07459","2026-09-10 13:01:08 UTC"
"3101","2","003","Personer1","2005",0,,"Halden","Kvinner","3 år","Personer","2005","07459","2026-09-10 13:01:08 UTC"
"3101","2","003","Personer1","2006",0,,"Halden","Kvinner","3 år","Personer","2006","07459","2026-09-10 13:01:08 UTC"
"3101","2","003","Personer1","2007",0,,"Halden","Kvinner","3 år","Personer","2007","07459","2026-09-10 13:01:08 UTC"
"3101","2","003","Personer1","2008",0,,"Halden","Kvinner","3 år","Personer","2008","07459","2026-09-10 13:01:08 UTC"
"3101","2","003","Personer1","2009",0,,"Halden","Kvinner","3 år","Personer","2009","07459","2026-09-10 13:01:08 UTC"
"3101","2","003","Personer1","2010",0,,"Halden","Kvinner","3 år","Personer","2010","07459","2026-09-10 13:01:08 UTC"
"3101","2","003","Personer1","2011",0,,"Halden","Kvinner","3 år","Personer","2011","07459","2026-09-10 13:01:08 UTC"
"3101","2","003","Personer1","2012",0,,"Halden","Kvinner","3 år","Personer","2012","07459","2026-09-10 13:01:08 UTC"
"3101","2","003","Personer1","2013",0,,"Halden","Kvinner","3 år","Personer","2013","07459","2026-09-10 13:01:08 UTC"
"3101","2","003","Personer1","2014",0,,"Halden","Kvinner","3 år","Personer","2014","07459","2026-09-10 13:01:08 UTC"
"3101","2","003","Personer1","2015",0,,"Halden","Kvinner","3 år","Personer","2015","07459","2026-09-10 13:01:08 UTC"
"3101","2","003","Personer1","2016",0,,"Halden","Kvinner","3 år","Personer","2016","07459","2026-09-10 13:01:08 UTC"
"3101","2","003","Personer1","2017",0,,"Halden","Kvinner","3 år","Personer","2017","07459","2026-09-10 13:01:08 UTC"
"3101","2","003","Personer1","2018",0,,"Halden","Kvinner","3 år","Personer","2018","07459","2026-09-10 13:01:08 UTC"
"3101","2","003","Personer1","2019",0,,"Halden","Kvinner","3 år","Personer","2019","07459","2026-09-10 13:01:08 UTC"
"3101","2","003","Personer1","2020",0,,"Halden","Kvinner","3 år","Personer","2020","07459","2026-09-10 13:01:08 UTC"
"3101","2","003","Personer1","2021",0,,"Halden","Kvinner","3 år","Personer","2021","07459","2026-09-10 13:01:08 UTC"
"3101","2","003","Personer1","2022",0,,"Halden","Kvinner","3 år","Personer","2022","07459","2026-09-10 13:01:08 UTC"
"3101","2","003","Personer1","2023",0,,"Halden","Kvinner","3 år","Personer","2023","07459","2026-09-10 13:01:08 UTC"
"3101","2","003","Personer1","2024",133,,"Halden","Kvinner","3 år","Personer","2024","07459","2026-09-10 13:01:08 UTC"
"3101","2","003","Personer1","2025",147,,"Halden","Kvinner","3 år","Personer","2025","07459","2026-09-10 13:01:08 UTC"
"3101","2","003","Personer1","2026",108,,"Halden","Kvinner","3 år","Personer","2026","07459","2026-09-10 13:01:08 UTC"
"3101","2","004","Personer1","2005",0,,"Halden","Kvinner","4 år","Personer","2005","07459","2026-09-10 13:01:08 UTC"
"3101","2","004","Personer1","2006",0,,"Halden","Kvinner","4 år","Personer","2006","07459","2026-09-10 13:01:08 UTC"
"3101","2","004","Personer1","2007",0,,"Halden","Kvinner","4 år","Personer","2007","07459","2026-09-10 13:01:08 UTC"
"3101","2","004","Personer1","2008",0,,"Halden","Kvinner","4 år","Personer","2008","07459","2026-09-10 13:01:08 UTC"
"3101","2","004","Personer1","2009",0,,"Halden","Kvinner","4 år","Personer","2009","07459","2026-09-10 13:01:08 UTC"
"3101","2","004","Personer1","2010",0,,"Halden","Kvinner","4 år","Personer","2010","07459","2026-09-10 13:01:08 UTC"
"3101","2","004","Personer1","2011",0,,"Halden","Kvinner","4 år","Personer","2011","07459","2026-09-10 13:01:08 UTC"
"3101","2","004","Personer1","2012",0,,"Halden","Kvinner","4 år","Personer","2012","07459","2026-09-10 13:01:08 UTC"
"3101","2","004","Personer1","2013",0,,"Halden","Kvinner","4 år","Personer","2013","07459","2026-09-10 13:01:08 UTC"
"3101","2","004","Personer1","2014",0,,"Halden","Kvinner","4 år","Personer","2014","07459","2026-09-10 13:01:08 UTC"
"3101","2","004","Personer1","2015",0,,"Halden","Kvinner","4 år","Personer","2015","07459","2026-09-10 13:01:08 UTC"
"3101","2","004","Personer1","2016",0,,"Halden","Kvinner","4 år","Personer","2016","07459","2026-09-10 13:01:08 UTC"
"3101","2","004","Personer1","2017",0,,"Halden","Kvinner","4 år","Personer","2017","07459","2026-09-10 13:01:08 UTC"
"3101","2","004","Personer1","2018",0,,"Halden","Kvinner","4 år","Personer","2018","07459","2026-09-10 13:01:08 UTC"
"3101","2","004","Personer1","2019",0,,"Halden","Kvinner","4 år","Personer","2019","07459","2026-09-10 13:01:08 UTC"
"3101","2","004","Personer1","2020",0,,"Halden","Kvinner","4 år","Personer","2020","07459","2026-09-10 13:01:08 UTC"
"3101","2","004","Personer1","2021",0,,"Halden","Kvinner","4 år","Personer","2021","07459","2026-09-10 13:01:08 UTC"
"3101","2","004","Personer1","2022",0,,"Halden","Kvinner","4 år","Personer","2022","07459","2026-09-10 13:01:08 UTC"
"3101","2","004","Personer1","2023",0,,"Halden","Kvinner","4 år","Personer","2023","07459","2026-09-10 13:01:08 UTC"
"3101","2","004","Personer1","2024",135,,"Halden","Kvinner","4 år","Personer","2024","07459","2026-09-10 13:01:08 UTC"
"3101","2","004","Personer1","2025",138,,"Halden","Kvinner","4 år","Personer","2025","07459","2026-09-10 13:01:08 UTC"
"3101","2","004","Personer1","2026",150,,"Halden","Kvinner","4 år","Personer","2026","07459","2026-09-10 13:01:08 UTC"
"3101","2","005","Personer1","2005",0,,"Halden","Kvinner","5 år","Personer","2005","07459","2026-09-10 13:01:08 UTC"
"3101","2","005","Personer1","2006",0,,"Halden","Kvinner","5 år","Personer","2006","07459","2026-09-10 13:01:08 UTC"
"3101","2","005","Personer1","2007",0,,"Halden","Kvinner","5 år","Personer","2007","07459","2026-09-10 13:01:08 UTC"
"3101","2","005","Personer1","2008",0,,"Halden","Kvinner","5 år","Personer","2008","07459","2026-09-10 13:01:08 UTC"
"3101","2","005","Personer1","2009",0,,"Halden","Kvinner","5 år","Personer","2009","07459","2026-09-10 13:01:08 UTC"
"3101","2","005","Personer1","2010",0,,"Halden","Kvinner","5 år","Personer","2010","07459","2026-09-10 13:01:08 UTC"
"3101","2","005","Personer1","2011",0,,"Halden","Kvinner","5 år","Personer","2011","07459","2026-09-10 13:01:08 UTC"
"3101","2","005","Personer1","2012",0,,"Halden","Kvinner","5 år","Personer","2012","07459","2026-09-10 13:01:08 UTC"
"3101","2","005","Personer1","2013",0,,"Halden","Kvinner","5 år","Personer","2013","07459","2026-09-10 13:01:08 UTC"
"3101","2","005","Personer1","2014",0,,"Halden","Kvinner","5 år","Personer","2014","07459","2026-09-10 13:01:08 UTC"
"3101","2","005","Personer1","2015",0,,"Halden","Kvinner","5 år","Personer","2015","07459","2026-09-10 13:01:08 UTC"
"3101","2","005","Personer1","2016",0,,"Halden","Kvinner","5 år","Personer","2016","07459","2026-09-10 13:01:08 UTC"
"3101","2","005","Personer1","2017",0,,"Halden","Kvinner","5 år","Personer","2017","07459","2026-09-10 13:01:08 UTC"
"3101","2","005","Personer1","2018",0,,"Halden","Kvinner","5 år","Personer","2018","07459","2026-09-10 13:01:08 UTC"
"3101","2","005","Personer1","2019",0,,"Halden","Kvinner","5 år","Personer","2019","07459","2026-09-10 13:01:08 UTC"
"3101","2","005","Personer1","2020",0,,"Halden","Kvinner","5 år","Personer","2020","07459","2026-09-10 13:01:08 UTC"
"3101","2","005","Personer1","2021",0,,"Halden","Kvinner","5 år","Personer","2021","07459","2026-09-10 13:01:08 UTC"
"3101","2","005","Personer1","2022",0,,"Halden","Kvinner","5 år","Personer","2022","07459","2026-09-10 13:01:08 UTC"
"3101","2","005","Personer1","2023",0,,"Halden","Kvinner","5 år","Personer","2023","07459","2026-09-10 13:01:08 UTC"
"3101","2","005","Personer1","2024",135,,"Halden","Kvinner","5 år","Personer","2024","07459","2026-09-10 13:01:08 UTC"
"3101","2","005","Personer1","2025",141,,"Halden","Kvinner","5 år","Personer","2025","07459","2026-09-10 13:01:08 UTC"
"3101","2","005","Personer1","2026",136,,"Halden","Kvinner","5 år","Personer","2026","07459","2026-09-10 13:01:08 UTC"
"3101","2","006","Personer1","2005",0,,"Halden","Kvinner","6 år","Personer","2005","07459","2026-09-10 13:01:08 UTC"
"3101","2","006","Personer1","2006",0,,"Halden","Kvinner","6 år","Personer","2006","07459","2026-09-10 13:01:08 UTC"
"3101","2","006","Personer1","2007",0,,"Halden","Kvinner","6 år","Personer","2007","07459","2026-09-10 13:01:08 UTC"
"3101","2","006","Personer1","2008",0,,"Halden","Kvinner","6 år","Personer","2008","07459","2026-09-10 13:01:08 UTC"
"3101","2","006","Personer1","2009",0,,"Halden","Kvinner","6 år","Personer","2009","07459","2026-09-10 13:01:08 UTC"
"3101","2","006","Personer1","2010",0,,"Halden","Kvinner","6 år","Personer","2010","07459","2026-09-10 13:01:08 UTC"
"3101","2","006","Personer1","2011",0,,"Halden","Kvinner","6 år","Personer","2011","07459","2026-09-10 13:01:08 UTC"
"3101","2","006","Personer1","2012",0,,"Halden","Kvinner","6 år","Personer","2012","07459","2026-09-10 13:01:08 UTC"
"3101","2","006","Personer1","2013",0,,"Halden","Kvinner","6 år","Personer","2013","07459","2026-09-10 13:01:08 UTC"
"3101","2","006","Personer1","2014",0,,"Halden","Kvinner","6 år","Personer","2014","07459","2026-09-10 13:01:08 UTC"
"3101","2","006","Personer1","2015",0,,"Halden","Kvinner","6 år","Personer","2015","07459","2026-09-10 13:01:08 UTC"
"3101","2","006","Personer1","2016",0,,"Halden","Kvinner","6 år","Personer","2016","07459","2026-09-10 13:01:08 UTC"
"3101","2","006","Personer1","2017",0,,"Halden","Kvinner","6 år","Personer","2017","07459","2026-09-10 13:01:08 UTC"
"3101","2","006","Personer1","2018",0,,"Halden","Kvinner","6 år","Personer","2018","07459","2026-09-10 13:01:08 UTC"
"3101","2","006","Personer1","2019",0,,"Halden","Kvinner","6 år","Personer","2019","07459","2026-09-10 13:01:08 UTC"
"3101","2","006","Personer1","2020",0,,"Halden","Kvinner","6 år","Personer","2020","07459","2026-09-10 13:01:08 UTC"
"3101","2","006","Personer1","2021",0,,"Halden","Kvinner","6 år","Personer","2021","07459","2026-09-10 13:01:08 UTC"
"3101","2","006","Personer1","2022",0,,"Halden","Kvinner","6 år","Personer","2022","07459","2026-09-10 13:01:08 UTC"
"3101","2","006","Personer1","2023",0,,"Halden","Kvinner","6 år","Personer","2023","07459","2026-09-10 13:01:08 UTC"
"3101","2","006","Personer1","2024",160,,"Halden","Kvinner","6 år","Personer","2024","07459","2026-09-10 13:01:08 UTC"
"3101","2","006","Personer1","2025",133,,"Halden","Kvinner","6 år","Personer","2025","07459","2026-09-10 13:01:08 UTC"
"3101","2","006","Personer1","2026",145,,"Halden","Kvinner","6 år","Personer","2026","07459","2026-09-10 13:01:08 UTC"
"3101","2","007","Personer1","2005",0,,"Halden","Kvinner","7 år","Personer","2005","07459","2026-09-10 13:01:08 UTC"
"3101","2","007","Personer1","2006",0,,"Halden","Kvinner","7 år","Personer","2006","07459","2026-09-10 13:01:08 UTC"
"3101","2","007","Personer1","2007",0,,"Halden","Kvinner","7 år","Personer","2007","07459","2026-09-10 13:01:08 UTC"
"3101","2","007","Personer1","2008",0,,"Halden","Kvinner","7 år","Personer","2008","07459","2026-09-10 13:01:08 UTC"
"3101","2","007","Personer1","2009",0,,"Halden","Kvinner","7 år","Personer","2009","07459","2026-09-10 13:01:08 UTC"
"3101","2","007","Personer1","2010",0,,"Halden","Kvinner","7 år","Personer","2010","07459","2026-09-10 13:01:08 UTC"
"3101","2","007","Personer1","2011",0,,"Halden","Kvinner","7 år","Personer","2011","07459","2026-09-10 13:01:08 UTC"
"3101","2","007","Personer1","2012",0,,"Halden","Kvinner","7 år","Personer","2012","07459","2026-09-10 13:01:08 UTC"
"3101","2","007","Personer1","2013",0,,"Halden","Kvinner","7 år","Personer","2013","07459","2026-09-10 13:01:08 UTC"
"3101","2","007","Personer1","2014",0,,"Halden","Kvinner","7 år","Personer","2014","07459","2026-09-10 13:01:08 UTC"
"3101","2","007","Personer1","2015",0,,"Halden","Kvinner","7 år","Personer","2015","07459","2026-09-10 13:01:08 UTC"
"3101","2","007","Personer1","2016",0,,"Halden","Kvinner","7 år","Personer","2016","07459","2026-09-10 13:01:08 UTC"
"3101","2","007","Personer1","2017",0,,"Halden","Kvinner","7 år","Personer","2017","07459","2026-09-10 13:01:08 UTC"
"3101","2","007","Personer1","2018",0,,"Halden","Kvinner","7 år","Personer","2018","07459","2026-09-10 13:01:08 UTC"
"3101","2","007","Personer1","2019",0,,"Halden","Kvinner","7 år","Personer","2019","07459","2026-09-10 13:01:08 UTC"
"3101","2","007","Personer1","2020",0,,"Halden","Kvinner","7 år","Personer","2020","07459","2026-09-10 13:01:08 UTC"
"3101","2","007","Personer1","2021",0,,"Halden","Kvinner","7 år","Personer","2021","07459","2026-09-10 13:01:08 UTC"
"3101","2","007","Personer1","2022",0,,"Halden","Kvinner","7 år","Personer","2022","07459","2026-09-10 13:01:08 UTC"
"3101","2","007","Personer1","2023",0,,"Halden","Kvinner","7 år","Personer","2023","07459","2026-09-10 13:01:08 UTC"
"3101","2","007","Personer1","2024",163,,"Halden","Kvinner","7 år","Personer","2024","07459","2026-09-10 13:01:08 UTC"
"3101","2","007","Personer1","2025",163,,"Halden","Kvinner","7 år","Personer","2025","07459","2026-09-10 13:01:08 UTC"
"3101","2","007","Personer1","2026",134,,"Halden","Kvinner","7 år","Personer","2026","07459","2026-09-10 13:01:08 UTC"
"3101","2","008","Personer1","2005",0,,"Halden","Kvinner","8 år","Personer","2005","07459","2026-09-10 13:01:08 UTC"
"3101","2","008","Personer1","2006",0,,"Halden","Kvinner","8 år","Personer","2006","07459","2026-09-10 13:01:08 UTC"
"3101","2","008","Personer1","2007",0,,"Halden","Kvinner","8 år","Personer","2007","07459","2026-09-10 13:01:08 UTC"
"3101","2","008","Personer1","2008",0,,"Halden","Kvinner","8 år","Personer","2008","07459","2026-09-10 13:01:08 UTC"
"3101","2","008","Personer1","2009",0,,"Halden","Kvinner","8 år","Personer","2009","07459","2026-09-10 13:01:08 UTC"
"3101","2","008","Personer1","2010",0,,"Halden","Kvinner","8 år","Personer","2010","07459","2026-09-10 13:01:08 UTC"
"3101","2","008","Personer1","2011",0,,"Halden","Kvinner","8 år","Personer","2011","07459","2026-09-10 13:01:08 UTC"
"3101","2","008","Personer1","2012",0,,"Halden","Kvinner","8 år","Personer","2012","07459","2026-09-10 13:01:08 UTC"
"3101","2","008","Personer1","2013",0,,"Halden","Kvinner","8 år","Personer","2013","07459","2026-09-10 13:01:08 UTC"
"3101","2","008","Personer1","2014",0,,"Halden","Kvinner","8 år","Personer","2014","07459","2026-09-10 13:01:08 UTC"
"3101","2","008","Personer1","2015",0,,"Halden","Kvinner","8 år","Personer","2015","07459","2026-09-10 13:01:08 UTC"
"3101","2","008","Personer1","2016",0,,"Halden","Kvinner","8 år","Personer","2016","07459","2026-09-10 13:01:08 UTC"
"3101","2","008","Personer1","2017",0,,"Halden","Kvinner","8 år","Personer","2017","07459","2026-09-10 13:01:08 UTC"
"3101","2","008","Personer1","2018",0,,"Halden","Kvinner","8 år","Personer","2018","07459","2026-09-10 13:01:08 UTC"
"3101","2","008","Personer1","2019",0,,"Halden","Kvinner","8 år","Personer","2019","07459","2026-09-10 13:01:08 UTC"
"3101","2","008","Personer1","2020",0,,"Halden","Kvinner","8 år","Personer","2020","07459","2026-09-10 13:01:08 UTC"
"3101","2","008","Personer1","2021",0,,"Halden","Kvinner","8 år","Personer","2021","07459","2026-09-10 13:01:08 UTC"
"3101","2","008","Personer1","2022",0,,"Halden","Kvinner","8 år","Personer","2022","07459","2026-09-10 13:01:08 UTC"
"3101","2","008","Personer1","2023",0,,"Halden","Kvinner","8 år","Personer","2023","07459","2026-09-10 13:01:08 UTC"
"3101","2","008","Personer1","2024",170,,"Halden","Kvinner","8 år","Personer","2024","07459","2026-09-10 13:01:08 UTC"
"3101","2","008","Personer1","2025",164,,"Halden","Kvinner","8 år","Personer","2025","07459","2026-09-10 13:01:08 UTC"
"3101","2","008","Personer1","2026",164,,"Halden","Kvinner","8 år","Personer","2026","07459","2026-09-10 13:01:08 UTC"
"3101","2","009","Personer1","2005",0,,"Halden","Kvinner","9 år","Personer","2005","07459","2026-09-10 13:01:08 UTC"
"3101","2","009","Personer1","2006",0,,"Halden","Kvinner","9 år","Personer","2006","07459","2026-09-10 13:01:08 UTC"
"3101","2","009","Personer1","2007",0,,"Halden","Kvinner","9 år","Personer","2007","07459","2026-09-10 13:01:08 UTC"
"3101","2","009","Personer1","2008",0,,"Halden","Kvinner","9 år","Personer","2008","07459","2026-09-10 13:01:08 UTC"
"3101","2","009","Personer1","2009",0,,"Halden","Kvinner","9 år","Personer","2009","07459","2026-09-10 13:01:08 UTC"
"3101","2","009","Personer1","2010",0,,"Halden","Kvinner","9 år","Personer","2010","07459","2026-09-10 13:01:08 UTC"
"3101","2","009","Personer1","2011",0,,"Halden","Kvinner","9 år","Personer","2011","07459","2026-09-10 13:01:08 UTC"
"3101","2","009","Personer1","2012",0,,"Halden","Kvinner","9 år","Personer","2012","07459","2026-09-10 13:01:08 UTC"
"3101","2","009","Personer1","2013",0,,"Halden","Kvinner","9 år","Personer","2013","07459","2026-09-10 13:01:08 UTC"
"3101","2","009","Personer1","2014",0,,"Halden","Kvinner","9 år","Personer","2014","07459","2026-09-10 13:01:08 UTC"
"3101","2","009","Personer1","2015",0,,"Halden","Kvinner","9 år","Personer","2015","07459","2026-09-10 13:01:08 UTC"
"3101","2","009","Personer1","2016",0,,"Halden","Kvinner","9 år","Personer","2016","07459","2026-09-10 13:01:08 UTC"
"3101","2","009","Personer1","2017",0,,"Halden","Kvinner","9 år","Personer","2017","07459","2026-09-10 13:01:08 UTC"
"3101","2","009","Personer1","2018",0,,"Halden","Kvinner","9 år","Personer","2018","07459","2026-09-10 13:01:08 UTC"
"3101","2","009","Personer1","2019",0,,"Halden","Kvinner","9 år","Personer","2019","07459","2026-09-10 13:01:08 UTC"
"3101","2","009","Personer1","2020",0,,"Halden","Kvinner","9 år","Personer","2020","07459","2026-09-10 13:01:08 UTC"
"3101","2","009","Personer1","2021",0,,"Halden","Kvinner","9 år","Personer","2021","07459","2026-09-10 13:01:08 UTC"
"3101","2","009","Personer1","2022",0,,"Halden","Kvinner","9 år","Personer","2022","07459","2026-09-10 13:01:08 UTC"
"3101","2","009","Personer1","2023",0,,"Halden","Kvinner","9 år","Personer","2023","07459","2026-09-10 13:01:08 UTC"
"3101","2","009","Personer1","2024",164,,"Halden","Kvinner","9 år","Personer","2024","07459","2026-09-10 13:01:08 UTC"
"3101","2","009","Personer1","2025",173,,"Halden","Kvinner","9 år","Personer","2025","07459","2026-09-10 13:01:08 UTC"
"3101","2","009","Personer1","2026",166,,"Halden","Kvinner","9 år","Personer","2026","07459","2026-09-10 13:01:08 UTC"
"3101","2","010","Personer1","2005",0,,"Halden","Kvinner","10 år","Personer","2005","07459","2026-09-10 13:01:08 UTC"
"3101","2","010","Personer1","2006",0,,"Halden","Kvinner","10 år","Personer","2006","07459","2026-09-10 13:01:08 UTC"
