"kommunenr_2024","år","kommunenr_hist_kilder","Y_4_ialt","folk_0_66","folk_67_79","folk_80p","folk_ialt","Y_1_a_ialt","Y_1_a_0_66","Y_1_a_67_79","Y_1_a_80p","Y_2_ialt","Y_3_a_ialt","Y_3_a_0_66","Y_3_a_67_79","Y_3_a_80p","Y_5_ialt"
"1875",2020,"1875",3.5,2108,493,165,2766,239,103,,81,11,24,,7,17,19.115
"1875",2021,"1875",2.8,2036,490,175,2701,270,125,,93,12,26,,,20,20.095
"1875",2022,"1875",2.7,2046,468,194,2708,241,110,,77,12,24,,,19,24.1
"1875",2023,"1875",2.1,2017,470,195,2682,282,132,,88,22,21,,,10,17.12
"1875",2024,"1875",2.9,2050,481,198,2729,220,77,,80,17,18,,,10,17
"1875",2025,"1875",2.6,2099,491,196,2786,241,96,,79,20,8,,,,14
"3101",2007,"0101",,23627,2637,1571,27835,1237,346,214,677,,,,,,
"3101",2008,"0101",4.7,23845,2672,1575,28092,1235,374,222,639,345,,,,,
"3101",2009,"0101",5,24128,2672,1589,28389,1336,459,242,635,364,148,5,17,126,
"3101",2010,"0101",4.5,24472,2686,1618,28776,1543,626,250,667,380,153,7,17,129,
"3101",2011,"0101",3.6,24870,2739,1611,29220,1411,551,218,642,381,135,6,16,113,
"3101",2012,"0101",3.7,25121,2824,1598,29543,1353,530,211,612,377,148,5,18,125,
"3101",2013,"0101",3.9,25319,2978,1583,29880,1347,520,228,599,346,141,0,,113,
"3101",2014,"0101",3,25388,3186,1558,30132,1345,558,230,557,336,120,0,,95,
"3101",2015,"0101",3.095,25407,3402,1519,30328,1306,550,237,519,321,133,5,22,106,147.56
"3101",2016,"0101",3.29,25485,3563,1496,30544,1300,542,242,516,314,136,7,22,107,159.375
"3101",2017,"0101",3.4,25584,3702,1504,30790,1294,548,,507,305,143,,,103,157.545
"3101",2018,"0101",3.4,25670,3865,1502,31037,1272,529,,502,288,138,6,37,95,159.345
"3101",2019,"0101",3.6,25663,4010,1504,31177,1136,549,,374,242,192,5,46,141,170.835
"3101",2020,"3001",3.4,25788,4074,1511,31373,1159,572,,371,265,181,,47,127,172.485
"3101",2021,"3001",3.5,25618,4222,1547,31387,1149,567,,348,259,186,,44,133,164.925
"3101",2022,"3001",3.4,25542,4333,1569,31444,1217,589,,353,264,183,,44,131,177.75
"3101",2023,"3001",3.6,25662,4456,1612,31730,1214,599,,365,255,191,,49,133,189.76
"3101",2024,"3101",4,25714,4532,1689,31935,1116,489,,367,284,189,,43,136,188
"3101",2025,"3101",4.7,25692,4571,1775,32038,1081,437,,407,193,178,,41,127,181
"3103",2007,"0104+0136",,36487,4084,1901,42472,1646,671,298,677,,,,,,
"3103",2008,"0104+0136",1.79130434782609,36878,4182,1927,42987,1725,707,320,698,245,,,,,
"3103",2009,"0104+0136",2.71720542231491,37545,4185,1963,43693,1918,838,378,702,249,237,,46,177,
"3103",2010,"0104+0136",3.56780715396579,38045,4311,1967,44323,1929,852,359,718,240,243,,53,178,
"3103",2011,"0104+0136",3.74496124031008,38299,4366,2026,44691,2064,1013,337,714,258,234,,46,175,
"3103",2012,"0104+0136",4.40049115913556,38802,4564,2048,45414,2036,1028,332,676,208,218,0,30,165,
"3103",2013,"0104+0136",5.01128404669261,39053,4825,2077,45955,2056,1020,354,682,312,213,7,45,156,
"3103",2014,"0104+0136",3.24895104895105,39191,5149,2069,46409,2145,1072,378,695,293,205,,45,145,
"3103",2015,"0104+0136",3.1577641334569,39480,5464,2100,47044,2158,1060,395,703,310,196,0,28,145,231.425
"3103",2016,"0104+0136",3.15350616719963,39813,5709,2118,47640,2189,1098,413,678,315,206,,44,157,240.195
"3103",2017,"0104+0136",3.42341252699784,40129,5872,2153,48154,2315,1165,,716,320,215,,42,166,253.115
"3103",2018,"0104+0136",3.45665415102211,40307,6094,2270,48671,2397,1235,,735,339,210,5,55,147,252.215
"3103",2019,"0104+0136",3.04963325183374,40317,6229,2325,48871,2454,1261,,727,337,180,,29,132,264.955
"3103",2020,"3002",5.1,40500,6417,2356,49273,2508,1311,,717,342,207,,44,157,259.815
"3103",2021,"3002",6.8,40673,6561,2434,49668,2653,1401,,724,344,216,,47,161,251.305
"3103",2022,"3002",6.9,41033,6768,2489,50290,2697,1402,,758,346,214,,59,146,262.985
"3103",2023,"3002",6.2,41717,6935,2588,51240,2832,1501,,763,349,222,11,61,150,257.81
"3103",2024,"3103",7.4,42309,7036,2706,52051,2782,1460,,781,396,207,11,55,141,265
"3103",2025,"3103",10.4,42671,7109,2866,52646,2368,1127,,762,365,219,12,59,148,273
"3105",2007,"0105",,43435,4741,2417,50593,1872,690,355,827,,,,,,
"3105",2008,"0105",5.4,43871,4754,2428,51053,1992,782,362,848,306,,,,,
"3105",2009,"0105",5.3,44511,4770,2442,51723,2277,1039,401,837,285,359,,71,266,
"3105",2010,"0105",4.7,44851,4822,2486,52159,2216,1002,375,839,328,360,,61,283,
"3105",2011,"0105",4.3,45380,4877,2548,52805,2291,1076,372,843,347,358,,63,282,
"3105",2012,"0105",4.1,45665,5121,2547,53333,2220,1008,390,822,331,359,11,69,279,
"3105",2013,"0105",3.7,45777,5399,2520,53696,2177,977,397,803,314,353,,70,273,
"3105",2014,"0105",3.3,45854,5715,2490,54059,2207,1037,382,788,324,355,,68,270,
"3105",2015,"0105",3.12,45737,5998,2457,54192,2237,1135,382,720,364,351,,80,258,339.915
"3105",2016,"0105",2.82,45994,6259,2425,54678,2222,1092,383,747,370,370,,93,266,360.57
"3105",2017,"0105",3,46199,6437,2491,55127,2238,1135,,714,341,369,,86,269,389.25
"3105",2018,"0105",2.9,46451,6562,2530,55543,2242,1187,,673,349,364,,87,261,402.965
"3105",2019,"0105",3.1,46756,6674,2567,55997,2352,1265,,677,351,361,,84,258,395.145
"3105",2020,"3003",3.5,47257,6860,2615,56732,2384,1298,,667,371,347,,77,260,397.225
"3105",2021,"3003",3.6,47681,7038,2653,57372,2514,1356,,706,370,351,,89,244,395.91
"3105",2022,"3003",3.8,48280,7220,2682,58182,2505,1417,,662,376,354,25,92,237,423.755
"3105",2023,"3003",4.2,49015,7288,2735,59038,2508,1408,,657,446,322,27,79,216,415.135
"3105",2024,"3105",3.7,49504,7412,2855,59771,2524,1397,,661,450,307,24,80,203,404
"3105",2025,"3105",3.7,49612,7523,3004,60139,2403,1318,,631,425,294,23,74,197,413
"3107",2007,"0106",,60859,6872,3566,71297,2581,909,440,1232,,,,,,
"3107",2008,"0106",3.9,61517,6927,3532,71976,2671,960,465,1246,197,,,,,
"3107",2009,"0106",4.4,62362,6835,3563,72760,2924,1131,548,1245,250,441,,73,352,
"3107",2010,"0106",4.1,63186,6906,3546,73638,2983,1200,557,1226,252,468,19,86,363,
"3107",2011,"0106",4,63976,7046,3557,74579,2886,1153,521,1212,253,460,,70,368,
"3107",2012,"0106",3.8,64691,7348,3544,75583,2953,1176,529,1248,255,457,,75,366,
"3107",2013,"0106",4.1,65610,7626,3571,76807,2864,1152,518,1194,253,450,,72,362,
"3107",2014,"0106",3.8,65934,8079,3578,77591,3138,1477,527,1134,251,468,23,91,354,
"3107",2015,"0106",3.685,66063,8562,3534,78159,3177,1483,565,1129,262,460,22,93,345,468.915
"3107",2016,"0106",3.385,66580,8830,3557,78967,3303,1630,564,1109,312,449,22,94,333,518.875
"3107",2017,"0106",3.4,67459,9103,3559,80121,3411,1729,,1073,299,464,,94,355,548.19
"3107",2018,"0106",3.4,67945,9378,3654,80977,3293,1579,,1103,286,462,17,95,350,554.04
"3107",2019,"0106",3.7,68414,9637,3721,81772,3028,1375,,1068,293,485,15,98,372,557.97
"3107",2020,"3004",4.6,68626,9952,3807,82385,2979,1350,,1053,267,506,,111,379,562.98
"3107",2021,"3004",4.5,68988,10294,3911,83193,3058,1408,,1027,290,502,20,119,363,564.53
"3107",2022,"3004",4.8,69226,10733,3933,83892,2921,1333,,970,275,489,19,116,354,526.075
"3107",2023,"3004",4.6,69479,10941,4024,84444,2907,1350,,928,263,525,29,128,368,533.98
"3107",2024,"3107",4.6,69786,11298,4146,85230,2982,1392,,956,248,508,30,116,362,538
"3107",2025,"3107",4.5,70052,11428,4382,85862,2936,1337,,968,261,477,42,106,329,500
"3110",2007,"0111",,3340,378,162,3880,189,109,21,59,,,,,,
"3110",2008,"0111",1.8,3391,390,180,3961,198,116,22,60,11,,,,,
"3110",2009,"0111",2.5,3440,381,177,3998,202,118,32,52,,19,0,,8,
"3110",2010,"0111",3.2,3517,395,173,4085,189,108,22,59,,19,0,,8,
"3110",2011,"0111",4.4,3571,417,172,4160,166,91,18,57,,22,0,,18,
"3110",2012,"0111",4.6,3572,464,170,4206,202,113,34,55,,20,0,,14,
"3110",2013,"0111",4.3,3609,519,156,4284,188,112,29,47,,24,0,,12,
"3110",2014,"0111",3.8,3626,596,164,4386,190,111,31,48,6,25,0,,19,
"3110",2015,"0111",3.11,3652,662,166,4480,191,107,33,51,9,23,,7,12,33.17
"3110",2016,"0111",3.62,3652,690,169,4511,223,133,40,50,10,28,,7,19,35.235
"3110",2017,"0111",3.6,3593,740,184,4517,263,158,,56,10,28,,,19,35.185
"3110",2018,"0111",4.3,3546,799,195,4540,241,132,,56,10,25,,6,19,35.12
"3110",2019,"0111",5,3536,852,211,4599,252,148,,59,10,27,,8,19,36.765
"3110",2020,"3011",7.8,3573,886,209,4668,241,141,,56,11,29,,9,20,29.995
"3110",2021,"3011",7.7,3540,926,228,4694,211,120,,51,11,28,,,21,31.88
"3110",2022,"3011",6.2,3527,983,231,4741,220,116,,51,25,28,,8,11,28.77
"3110",2023,"3011",5.9,3508,1026,228,4762,205,95,,52,27,26,,5,19,31.145
"3110",2024,"3110",6.3,3465,1074,248,4787,254,141,,65,24,29,,6,21,33
"3110",2025,"3110",6.5,3403,1089,285,4777,198,93,,62,29,33,,7,24,32
"3112",2007,"0135",,5672,660,322,6654,224,75,47,102,,,,,,
"3112",2008,"0135",2.7,5820,684,321,6825,210,76,41,93,18,,,,,
"3112",2009,"0135",4,5797,669,324,6790,229,92,50,87,18,53,0,13,40,
"3112",2010,"0135",4,5858,685,339,6882,252,107,50,95,18,59,0,,43,
"3112",2011,"0135",4.3,5908,700,338,6946,242,97,47,98,18,58,0,,42,
"3112",2012,"0135",3.9,5921,717,349,6987,246,99,49,98,23,39,0,8,31,
"3112",2013,"0135",3.5,5968,750,335,7053,239,102,42,95,20,42,0,,20,
"3112",2014,"0135",5.2,5944,824,336,7104,234,114,42,78,23,45,0,,38,
"3112",2015,"0135",4.895,5998,879,329,7206,271,126,46,99,24,45,,7,36,41.305
"3112",2016,"0135",5.785,6095,909,353,7357,296,131,57,108,25,45,,5,37,43.58
"3112",2017,"0135",4.9,6076,949,373,7398,305,145,,114,11,47,,,37,42.43
"3112",2018,"0135",4.8,6112,963,390,7465,318,152,,121,12,45,,5,37,41.96
"3112",2019,"0135",5,6166,965,411,7542,347,175,,120,23,47,,,41,48.91
"3112",2020,"3017",6.4,6112,983,413,7508,345,171,,123,26,43,,,36,54.125
"3112",2021,"3017",6,6149,995,424,7568,356,188,,109,24,46,,,35,52.985
"3112",2022,"3017",6.1,6182,1045,406,7633,334,183,,106,24,47,,,36,59.98
"3112",2023,"3017",6.3,6808,1090,419,8317,354,188,,111,34,42,,,35,61.21
"3112",2024,"3112",5.7,6353,1097,433,7883,358,185,,117,39,36,,,31,67
"3112",2025,"3112",5.4,6283,1115,452,7850,345,186,,101,34,46,,,37,67
"3114",2007,"0137",,3740,288,124,4152,139,57,28,54,,,,,,
"3114",2008,"0137",1.6,3840,289,139,4268,153,65,31,57,,,,,,
"3114",2009,"0137",2.1,3985,315,137,4437,172,75,35,62,,17,0,5,9,
"3114",2010,"0137",2.4,3998,332,142,4472,184,92,32,60,5,24,0,6,11,
"3114",2011,"0137",2.5,4075,357,141,4573,196,97,36,63,28,25,0,6,12,
"3114",2012,"0137",4.2,4178,392,135,4705,216,108,48,60,,26,0,,20,
"3114",2013,"0137",3.3,4304,416,137,4857,234,127,47,60,,22,0,,17,
"3114",2014,"0137",3.3,4393,453,132,4978,229,131,53,45,27,23,0,,20,
"3114",2015,"0137",2.285,4491,482,127,5100,220,125,51,44,21,18,0,,12,28.145
"3114",2016,"0137",2.61,4567,501,118,5186,258,153,53,52,30,23,,7,10,25.07
"3114",2017,"0137",3,4696,525,114,5335,248,151,,50,31,20,,6,10,25.605
"3114",2018,"0137",3.1,4801,544,126,5471,284,162,,66,43,21,,8,10,25.98
"3114",2019,"0137",3.2,4887,560,146,5593,229,136,,52,,16,,,11,25.24
"3114",2020,"3018",2.7,5009,571,156,5736,253,154,,57,0,14,,,6,24.235
"3114",2021,"3018",2.5,5049,596,160,5805,256,146,,61,,10,,,,27.78
"3114",2022,"3018",2.5,5149,593,171,5913,287,175,,52,0,11,,5,6,30.055
"3114",2023,"3018",2.2,5219,623,181,6023,278,175,,54,,15,,,8,27.155
"3114",2024,"3114",2.6,5299,643,203,6145,365,225,,73,0,13,,,7,26
"3114",2025,"3114",1.5,5298,647,217,6162,406,284,,72,26,14,,,8,29
"3116",2007,"0127",,2976,279,158,3413,84,,,,,,,,,
"3116",2008,"0127",4.1,3078,285,162,3525,102,,,,17,,,,,
"3116",2009,"0127",3.9,3057,268,167,3492,107,,,,6,23,0,,15,
"3116",2010,"0127",3.4,3106,263,172,3541,106,,,,7,22,0,,13,
"3116",2011,"0127",3.7,3136,263,177,3576,113,,,,7,24,0,6,18,
"3116",2012,"0127",4.5,3176,285,170,3631,110,,,,7,18,0,,9,
"3116",2013,"0127",3.9,3197,304,167,3668,117,,,,7,21,0,,11,
"3116",2014,"0127",4.1,3240,331,156,3727,191,120,24,47,8,31,0,,22,
"3116",2015,"0127",4.2,3226,356,149,3731,175,100,26,49,9,30,0,,23,21.135
"3116",2016,"0127",4.505,3228,367,147,3742,153,80,26,47,8,33,,,24,23.8
"3116",2017,"0127",5.4,3245,389,149,3783,163,86,,51,7,29,,8,12,23.215
"3116",2018,"0127",4.7,3270,413,148,3831,179,100,,53,9,29,,8,12,25.07
"3116",2019,"0127",5.1,3230,424,143,3797,203,118,,54,10,29,,,23,23.755
"3116",2020,"3015",5.8,3199,459,147,3805,185,105,,48,9,29,,,23,23.865
"3116",2021,"3015",5.7,3212,464,149,3825,213,122,,48,9,32,,,27,23.08
"3116",2022,"3015",4.6,3206,488,152,3846,207,116,,50,11,29,,,23,22.985
"3116",2023,"3015",4.8,3217,507,162,3886,216,120,,51,14,24,,,18,23.19
"3116",2024,"3116",5.3,3225,526,168,3919,225,139,,50,15,23,,,16,22
"3116",2025,"3116",5.2,3262,522,172,3956,215,125,,48,15,24,,5,19,25
"3118",2007,"0122+0123+0124+0125+0138",,34169,3217,1820,39206,1479,601,231,647,,,,,,
"3118",2008,"0122+0123+0124+0125+0138",3.28126171143036,34634,3256,1825,39715,1601,708,251,642,220,,,,,
"3118",2009,"0122+0123+0124+0125+0138",5.42605459057072,35094,3334,1832,40260,1612,733,269,610,216,243,0,22,186,
"3118",2010,"0122+0123+0124+0125+0138",5.50275284260922,35429,3438,1819,40686,1671,812,262,597,192,247,0,30,176,
"3118",2011,"0122+0123+0124+0125+0138",5.60283687943262,35723,3564,1821,41108,1692,817,254,621,184,253,0,27,195,
"3118",2012,"0122+0123+0124+0125+0138",5.10797101449275,35931,3807,1885,41623,1656,835,232,589,170,272,0,18,208,
"3118",2013,"0122+0123+0124+0125+0138",4.40178290508652,36319,4018,1900,42237,1907,1063,251,593,181,268,0,44,186,
"3118",2014,"0122+0123+0124+0125+0138",4.35268648930621,36723,4336,1867,42926,1917,1049,303,565,232,259,0,47,192,
"3118",2015,"0122+0123+0124+0125+0138",4.66128586897672,36831,4580,1836,43247,1847,1030,271,546,138,250,0,43,195,190.86
"3118",2016,"0122+0123+0124+0125+0138",4.67926395939086,36825,4841,1806,43472,1970,1113,309,548,189,259,0,40,188,200.465
"3118",2017,"0122+0123+0124+0125+0138",4.44267762203963,36913,5088,1814,43815,2069,1146,,580,211,170,,44,182,192.8
"3118",2018,"0122+0123+0124+0125+0138",4.57762790697674,36899,5297,1839,44035,2150,1212,,575,228,259,,19,189,206.895
"3118",2019,"0122+0123+0124+0125+0138",4.57762790697674,36969,5494,1857,44320,2150,1212,,575,223,259,,19,189,211.855
"3118",2020,"3014",6.8,37225,5651,1916,44792,2378,1481,,545,252,245,,51,188,203.235
"3118",2021,"3014",6.6,37458,5754,1989,45201,2273,1369,,529,262,235,,,173,204.765
"3118",2022,"3014",6.3,37752,5839,2017,45608,2150,1229,,535,256,240,,64,172,205.195
"3118",2023,"3014",6.7,38359,5956,2067,46382,2058,1148,,548,258,237,,60,172,214.105
"3118",2024,"3118",6.9,38787,6022,2197,47006,1926,998,,580,260,246,,59,184,229
"3118",2025,"3118",7.3,39043,6026,2380,47449,1902,956,,590,260,242,,46,192,233
"3120",2007,"0128",,6322,722,384,7428,422,206,56,160,,,,,,
"3120",2008,"0128",4.1,6414,710,391,7515,444,213,73,158,,,,,,
"3120",2009,"0128",4.3,6415,690,391,7496,435,203,82,150,,46,0,,36,
"3120",2010,"0128",4.1,6434,696,387,7517,418,203,67,148,,51,0,,41,
"3120",2011,"0128",3.8,6485,710,406,7601,438,239,62,137,,50,0,,43,
"3120",2012,"0128",3.4,6546,741,411,7698,486,275,70,141,49,53,0,,45,
"3120",2013,"0128",4.1,6694,752,414,7860,496,273,67,156,47,52,0,,41,
"3120",2014,"0128",4,6766,776,432,7974,471,247,75,149,50,54,,6,44,
"3120",2015,"0128",3.685,6762,825,433,8020,525,303,73,149,54,49,,9,37,62.575
"3120",2016,"0128",3.995,6792,879,413,8084,509,307,73,129,64,40,,5,33,60.71
"3120",2017,"0128",3.7,6838,924,411,8173,491,291,,117,77,44,,9,23,59.835
"3120",2018,"0128",3.7,6808,990,404,8202,494,303,,114,78,51,,12,24,51.945
"3120",2019,"0128",3.4,6789,1033,408,8230,534,321,,132,84,46,,,34,53.09
"3120",2020,"3016",3.4,6778,1073,404,8255,584,385,,116,84,42,,,34,63.785
"3120",2021,"3016",3.4,6711,1117,394,8222,605,411,,110,79,26,,,18,66.89
"3120",2022,"3016",3.1,6786,1144,382,8312,627,447,,102,78,25,,,16,60.045
"3120",2023,"3016",3,6826,1158,387,8371,653,483,,102,76,26,,,17,61.955
"3120",2024,"3120",2.7,6801,1196,423,8420,667,495,,102,75,24,,,15,58
"3120",2025,"3120",2.9,6870,1225,432,8527,576,393,,110,74,23,,9,6,57
"3122",2007,"0119",,2922,366,229,3517,149,32,36,81,,,,,,
"3122",2008,"0119",2.8,2864,367,232,3463,156,35,40,81,7,,,,,
"3122",2009,"0119",2.5,2852,382,221,3455,132,36,32,64,7,28,0,,22,
"3122",2010,"0119",2.5,2869,399,203,3471,135,37,35,63,7,28,0,,23,
"3122",2011,"0119",2.2,2853,414,209,3476,150,47,40,63,6,25,0,,19,
"3122",2012,"0119",3,2876,439,203,3518,168,57,45,66,6,33,0,,25,
"3122",2013,"0119",1.7,2928,446,213,3587,200,85,48,67,7,29,0,,19,
"3122",2014,"0119",2.3,2909,481,206,3596,188,60,55,73,7,29,0,,20,
"3122",2015,"0119",2.095,2875,529,209,3613,202,82,47,73,7,34,0,,26,21.66
"3122",2016,"0119",1.695,2846,541,223,3610,203,66,52,85,6,34,0,,25,20.96
"3122",2017,"0119",2.9,2815,559,223,3597,188,71,,73,7,32,,,23,22.97
"3122",2018,"0119",1.6,2787,548,232,3567,199,77,,67,7,36,,,28,22.12
"3122",2019,"0119",3.4,2785,576,231,3592,210,92,,69,7,34,,,26,24.035
"3122",2020,"3013",3.2,2749,602,244,3595,200,88,,70,,30,,,22,25.01
"3122",2021,"3013",2.3,2762,595,244,3601,215,105,,75,7,27,,,22,24.89
"3122",2022,"3013",2.1,2730,602,246,3578,237,125,,81,,34,,,22,26.75
"3122",2023,"3013",1.1,2778,603,258,3639,256,134,,79,7,32,,9,21,25.87
"3122",2024,"3122",1.4,2789,594,275,3658,152,38,,77,,23,,5,13,24
"3122",2025,"3122",1.5,2780,593,282,3655,154,42,,77,7,24,,7,17,31
"3124",2007,"0118",,1177,146,94,1417,58,9,12,37,,,,,,
"3124",2008,"0118",7.1,1189,145,95,1429,62,10,14,38,,,,,,
"3124",2009,"0118",7,1176,150,94,1420,66,14,12,40,,19,,,13,
"3124",2010,"0118",4,1182,148,94,1424,63,13,14,36,,16,,,7,
"3124",2011,"0118",10.5,1173,153,88,1414,63,13,13,37,,13,0,,8,
"3124",2012,"0118",11.5,1177,153,93,1423,61,14,13,34,,14,0,,7,
"3124",2013,"0118",11,1169,166,90,1425,64,17,12,35,,16,0,,7,
"3124",2014,"0118",8.6,1142,178,88,1408,64,24,10,30,,13,0,,9,
"3124",2015,"0118",8.22,1147,182,77,1406,68,25,14,29,0,16,0,,8,13.92
"3124",2016,"0118",9.1,1148,182,74,1404,64,23,12,29,0,14,0,,8,13.025
"3124",2017,"0118",6.7,1130,191,77,1398,60,18,,27,0,14,,,6,12.83
"3124",2018,"0118",6.9,1127,189,83,1399,60,19,,25,0,11,,,6,9.92
"3124",2019,"0118",8.7,1081,192,84,1357,61,24,,26,,9,,,5,10.185
"3124",2020,"3012",7.2,1051,190,84,1325,66,26,,27,5,11,,,6,9.01
"3124",2021,"3012",5.1,1046,196,83,1325,63,22,,30,,15,,,9,10.215
"3124",2022,"3012",6.2,1029,193,93,1315,64,16,,31,,10,,,7,10.045
"3124",2023,"3012",8.7,1026,212,91,1329,70,28,,26,,12,,,7,9.245
"3124",2024,"3124",11.6,1037,221,89,1347,82,42,,26,,11,,,,13
"3124",2025,"3124",6.3,1032,221,93,1346,87,42,,25,4,10,,,7,10
"3201",2007,"0219",,92627,9007,5298,106932,3474,1327,548,1599,,,,,,
"3201",2008,"0219",1.4,93794,9031,5319,108144,3591,1412,520,1659,586,,,,,
"3201",2009,"0219",5.3,95323,8908,5469,109700,3572,1415,496,1661,608,777,,93,648,
"3201",2010,"0219",5.4,96699,8900,5614,111213,3538,1407,486,1645,629,774,,88,647,
"3201",2011,"0219",5.7,98044,8991,5754,112789,3594,1417,503,1674,673,788,,92,661,
"3201",2012,"0219",5.6,99282,9393,5814,114489,3652,1491,504,1657,668,762,,100,633,
"3201",2013,"0219",5.8,101184,9719,5774,116677,3671,1465,519,1687,700,777,,108,641,
"3201",2014,"0219",5.1,102481,10327,5780,118588,3657,1494,523,1640,621,778,24,107,647,
"3201",2015,"0219",5.295,104061,10849,5775,120685,3610,1469,548,1593,543,801,,110,665,640.255
"3201",2016,"0219",5.19,105247,11318,5783,122348,3668,1515,565,1588,559,778,,122,637,622.66
"3201",2017,"0219",6.4,106468,11732,5808,124008,4151,1768,,1651,560,756,,128,609,624.775
"3201",2018,"0219",7.1,107533,12088,5833,125454,4262,1956,,1634,555,722,20,125,577,614.17
"3201",2019,"0219",7.1,108547,12371,5923,126841,4115,1885,,1547,539,712,34,114,564,609.655
"3201",2020,"3024",7.9,109050,12638,6043,127731,4379,2162,,1515,640,743,39,112,592,632.85
"3201",2021,"3024",7.6,108997,13105,6131,128233,4500,2259,,1508,695,784,,133,614,615.115
"3201",2022,"3024",7.8,109180,13641,6161,128982,4521,2348,,1438,715,760,,140,589,576.92
"3201",2023,"3024",8.1,109666,13985,6223,129874,4497,2233,,1499,715,797,,148,615,604.155
"3201",2024,"3201",7.9,110042,14471,6408,130921,4545,2279,,1507,705,774,,155,585,591
"3201",2025,"3201",7.6,110780,14762,6816,132358,4370,2118,,1485,668,725,,149,543,575
"3203",2007,"0220+0627+0628",,69933,6253,2778,78964,2206,978,332,896,,,,,,
"3203",2008,"0220+0627+0628",4.73111597374179,70935,6397,2844,80176,2285,1025,346,914,326,,,,,
"3203",2009,"0220+0627+0628",5.22743621915517,72130,6472,2903,81505,2391,1157,355,879,323,400,15,86,281,
"3203",2010,"0220+0627+0628",4.81009016745384,72921,6692,2949,82562,2329,1149,359,821,314,399,17,84,283,
"3203",2011,"0220+0627+0628",4.88320296418279,73725,6946,3032,83703,2429,1210,365,854,358,385,17,72,280,
"3203",2012,"0220+0627+0628",5.31425686591276,74797,7294,3135,85226,2476,1231,364,881,388,396,15,76,285,
"3203",2013,"0220+0627+0628",5.33853138570865,75879,7725,3213,86817,2533,1287,387,859,391,401,0,73,301,
"3203",2014,"0220+0627+0628",5.66293136874758,76797,8222,3270,88289,2579,1314,388,877,390,405,0,71,302,
"3203",2015,"0220+0627+0628",5.80180138568129,77996,8657,3321,89974,2598,1302,390,906,463,382,0,50,289,364.135
"3203",2016,"0220+0627+0628",6.32742429770157,78606,9022,3383,91011,2741,1394,416,931,486,386,5,72,289,371.785
"3203",2017,"0220+0627+0628",7.0523602033406,79342,9364,3468,92174,2754,1369,,963,511,418,,80,308,407.08
"3203",2018,"0220+0627+0628",7.22250185048112,79636,9588,3604,92828,2702,1369,,914,495,408,23,71,301,434.135
"3203",2019,"0220+0627+0628",8.63760141093474,80151,9797,3731,93679,2835,1466,,909,495,411,5,80,300,460.05
"3203",2020,"3025",9.8,80457,10099,3885,94441,3126,1571,,988,566,404,28,77,299,473.635
"3203",2021,"3025",8.9,80547,10309,4059,94915,3232,1641,,960,568,453,33,93,327,436.385
"3203",2022,"3025",8.7,81320,10620,4148,96088,3354,1688,,1008,524,460,26,100,334,422.99
"3203",2023,"3025",7.7,82561,10919,4304,97784,3297,1677,,969,510,460,28,94,338,420.84
"3203",2024,"3203",6.9,83187,11113,4515,98815,3330,1681,,1027,467,476,29,107,340,413
"3203",2025,"3203",6.8,84315,11322,4855,100492,3311,1565,,1118,449,488,34,93,361,432
"3205",2007,"0226+0227+0231",,60406,5413,2364,68183,1831,678,369,784,,,,,,
"3205",2008,"0226+0227+0231",3.68459633481922,62396,5574,2418,70388,2019,849,358,812,188,,,,,
"3205",2009,"0226+0227+0231",3.92394230769231,63660,5617,2472,71749,2080,845,412,823,179,398,,84,288,
"3205",2010,"0226+0227+0231",3.70884229717411,65016,5789,2525,73330,2194,887,470,837,186,393,0,58,297,
"3205",2011,"0226+0227+0231",4.16314410480349,66230,6055,2584,74869,2290,977,473,840,212,413,0,52,314,
"3205",2012,"0226+0227+0231",4.22688496337785,67365,6400,2650,76415,2321,1012,470,839,217,437,0,96,310,
"3205",2013,"0226+0227+0231",4.25596441568945,68334,6697,2674,77705,2473,1077,484,912,241,404,0,75,316,
"3205",2014,"0226+0227+0231",4.8096463022508,69306,7100,2748,79154,2488,1022,525,941,249,417,15,72,321,
"3205",2015,"0226+0227+0231",4.64830716586151,69800,7418,2795,80013,2484,1028,492,964,265,416,14,71,323,349.145
"3205",2016,"0226+0227+0231",5.06801687763713,70811,7627,2901,81339,2607,1131,529,947,349,396,0,27,278,376.23
"3205",2017,"0226+0227+0231",4.88427929767252,71656,7901,2939,82496,2449,1004,,927,367,388,,6,291,402.795
"3205",2018,"0226+0227+0231",5.34225575853852,72685,8085,3051,83821,2518,1088,,902,371,374,11,63,271,420.18
"3205",2019,"0226+0227+0231",4.76617698495978,74349,8289,3119,85757,2859,1283,,984,372,370,,67,267,453.47
"3205",2020,"3030",5.5,74472,8265,3246,85983,2661,1248,,897,380,350,,76,265,446.9
"3205",2021,"3030",5.3,75110,8452,3391,86953,2698,1272,,919,373,351,,79,265,440.935
"3205",2022,"3030",5,76926,8676,3493,89095,2637,1275,,891,368,361,,83,270,448.755
"3205",2023,"3030",5.1,79126,8789,3600,91515,2662,1272,,920,381,352,,75,265,479.145
"3205",2024,"3205",4.8,81376,9013,3812,94201,2621,1260,,932,408,355,,73,267,493
"3205",2025,"3205",4.7,82629,9091,4042,95762,2562,1208,,933,417,381,20,84,277,512
"3207",2007,"0213+0217",,45494,4110,1636,51240,1304,568,235,501,,,,,,
