"kommunenr_2024","år","folk_ialt","demens_estimert","demensandel","y2s_predikert","y2s_predikert_modell"
"1121",2028,20199,393.940768,0.019502983712065,146.260930036693,171.062457352534
"1121",2029,20377,411.582424,0.0201983817048633,148.270295832885,175.213156860636
"1121",2030,20550,427.946952,0.0208246691970803,150.534099698987,179.13639879595
"1121",2031,20721,448.088432,0.0216248459051204,153.30908181757,183.81419762633
"1121",2032,20889,467.169513,0.0223643790033032,156.380432778285,188.324408548569
"1121",2033,21055,484.433509,0.0230080032771313,159.67254236482,192.510461696056
"1121",2034,21219,505.934665,0.023843473537867,163.63425716614,197.585642915349
"1121",2035,21383,527.850269,0.0246855104054623,168.042582561952,202.811617284461
"1121",2036,21547,549.905183,0.0255211947370864,172.888965803595,208.134664849673
"1121",2037,21709,570.649616,0.026286315168824,178.021057344774,213.236209453218
"1121",2038,21868,590.003699,0.0269802313426011,183.394531991725,218.080967257682
"1121",2039,22023,613.654144,0.0278642393860964,189.710792554673,223.911987327102
"1121",2040,22174,637.604823,0.0287546145485704,196.548786472591,229.878058356145
"1121",2041,22319,657.469932,0.029457857968547,203.252222831281,234.965619367972
"1121",2042,22459,679.981545,0.0302765726434837,210.796296184761,240.708994549658
"1121",2043,22591,700.400264,0.0310035086538887,218.438871968923,246.001860296845
"1121",2044,22717,724.066446,0.0318733303693269,227.119847461958,252.122383821881
"1121",2045,22836,743.317797,0.0325502626116658,235.42974021583,257.221218727176
"1121",2046,22948,765.114505,0.0333412282116089,244.692142625435,262.990756029924
"1121",2047,23054,784.783294,0.0340410902229548,253.95970811594,268.278544355989
"1121",2048,23152,806.743938,0.0348455398237733,264.208603437653,274.198490202868
"1121",2049,23244,828.028589,0.0356233259765961,274.795659836517,280.008477752225
"1121",2050,23331,848.997821,0.0363892598259826,285.801772758286,285.801772758286
"1122",2026,12545,178.540406,0.0142319972897569,87.2532705911418,98.5327059114182
"1122",2027,12648,188.623811,0.0149133310404807,88.0394426130394,100.832309913014
"1122",2028,12748,202.656319,0.0158971069187323,89.121771055716,103.838691746948
"1122",2029,12846,213.028565,0.0165832605480305,90.2963677778498,106.218201307528
"1122",2030,12940,222.060879,0.0171608098145286,91.5887002099732,108.354800839893
"1122",2031,13032,236.167141,0.0181220949201964,93.3147105450247,111.442471460955
"1122",2032,13122,248.07584,0.0189053376009755,95.1486944879203,114.149829193601
"1122",2033,13211,264.208081,0.0199990977972901,97.4930057935909,117.704843568527
"1122",2034,13299,278.416107,0.0209351159485676,99.9752846835838,120.938211708959
