"kommunenr_2024","år","timer","kilder"
"3116",2012,22196,"0127+3015+3116"
"3116",2013,21674,"0127+3015+3116"
"3116",2014,33089,"0127+3015+3116"
"3116",2015,36126,"0127+3015+3116"
"3116",2016,31729,"0127+3015+3116"
"3116",2017,36044,"0127+3015+3116"
"3116",2018,36093,"0127+3015+3116"
"3116",2019,38627,"0127+3015+3116"
"3116",2020,46261,"0127+3015+3116"
"3116",2021,42052,"0127+3015+3116"
"3116",2022,40632,"0127+3015+3116"
"3116",2023,38194,"0127+3015+3116"
"3116",2024,40667,"0127+3015+3116"
"3116",2025,41684,"0127+3015+3116"
"3118",2009,310607,"0122+0123+0124+0125+0138+3014+3118"
"3118",2010,365288,"0122+0123+0124+0125+0138+3014+3118"
"3118",2011,368201,"0122+0123+0124+0125+0138+3014+3118"
"3118",2012,335882,"0122+0123+0124+0125+0138+3014+3118"
"3118",2013,326760,"0122+0123+0124+0125+0138+3014+3118"
"3118",2014,325240,"0122+0123+0124+0125+0138+3014+3118"
"3118",2015,351019,"0122+0123+0124+0125+0138+3014+3118"
"3118",2016,375861,"0122+0123+0124+0125+0138+3014+3118"
"3118",2017,379954,"0122+0123+0124+0125+0138+3014+3118"
"3118",2018,413331,"0122+0123+0124+0125+0138+3014+3118"
"3118",2019,413293,"0122+0123+0124+0125+0138+3014+3118"
"3118",2020,582512,"0122+0123+0124+0125+0138+3014+3118"
"3118",2021,672902,"0122+0123+0124+0125+0138+3014+3118"
"3118",2022,619514,"0122+0123+0124+0125+0138+3014+3118"
"3118",2023,587334,"0122+0123+0124+0125+0138+3014+3118"
"3118",2024,556098,"0122+0123+0124+0125+0138+3014+3118"
"3118",2025,559978,"0122+0123+0124+0125+0138+3014+3118"
"3120",2009,79644,"0128+3016+3120"
"3120",2010,69742,"0128+3016+3120"
"3120",2011,71557,"0128+3016+3120"
"3120",2012,71625,"0128+3016+3120"
"3120",2013,80956,"0128+3016+3120"
"3120",2014,82920,"0128+3016+3120"
"3120",2015,77429,"0128+3016+3120"
"3120",2016,82586,"0128+3016+3120"
"3120",2017,77334,"0128+3016+3120"
"3120",2018,75514,"0128+3016+3120"
"3120",2019,73733,"0128+3016+3120"
"3120",2020,86391,"0128+3016+3120"
"3120",2021,78512,"0128+3016+3120"
"3120",2022,89330,"0128+3016+3120"
"3120",2023,86036,"0128+3016+3120"
"3120",2024,78349,"0128+3016+3120"
"3120",2025,75233,"0128+3016+3120"
"3122",2009,11476,"0119+3013+3122"
"3122",2010,11401,"0119+3013+3122"
"3122",2011,12166,"0119+3013+3122"
"3122",2012,12673,"0119+3013+3122"
"3122",2013,15551,"0119+3013+3122"
"3122",2014,17044,"0119+3013+3122"
"3122",2015,17080,"0119+3013+3122"
"3122",2016,18466,"0119+3013+3122"
"3122",2017,24699,"0119+3013+3122"
"3122",2018,15046,"0119+3013+3122"
"3122",2019,25990,"0119+3013+3122"
"3122",2020,25647,"0119+3013+3122"
"3122",2021,24014,"0119+3013+3122"
"3122",2022,20666,"0119+3013+3122"
"3122",2023,13782,"0119+3013+3122"
"3122",2024,7737,"0119+3013+3122"
"3122",2025,8465,"0119+3013+3122"
"3124",2009,18473,"0118+3012+3124"
"3124",2010,11747,"0118+3012+3124"
"3124",2011,26557,"0118+3012+3124"
"3124",2012,29088,"0118+3012+3124"
"3124",2013,31099,"0118+3012+3124"
"3124",2014,26861,"0118+3012+3124"
"3124",2015,25250,"0118+3012+3124"
"3124",2016,25830,"0118+3012+3124"
"3124",2017,21630,"0118+3012+3124"
"3124",2018,18385,"0118+3012+3124"
"3124",2019,19742,"0118+3012+3124"
"3124",2020,21791,"0118+3012+3124"
"3124",2021,23836,"0118+3012+3124"
"3124",2022,27163,"0118+3012+3124"
"3124",2023,34210,"0118+3012+3124"
"3124",2024,38061,"0118+3012+3124"
"3124",2025,29743,"0118+3012+3124"
"3201",2009,610690,"0219+3024+3201"
"3201",2010,620688,"0219+3024+3201"
"3201",2011,663307,"0219+3024+3201"
"3201",2012,748079,"0219+3024+3201"
"3201",2013,833096,"0219+3024+3201"
"3201",2014,761843,"0219+3024+3201"
"3201",2015,766296,"0219+3024+3201"
"3201",2016,777645,"0219+3024+3201"
"3201",2017,874818,"0219+3024+3201"
"3201",2018,1062970,"0219+3024+3201"
"3201",2019,1180301,"0219+3024+3201"
"3201",2020,1171846,"0219+3024+3201"
"3201",2021,1212786,"0219+3024+3201"
"3201",2022,1227205,"0219+3024+3201"
"3201",2023,1269740,"0219+3024+3201"
"3201",2024,1257489,"0219+3024+3201"
"3201",2025,1266217,"0219+3024+3201"
"3203",2009,424675,"0220+0627+0628+3025+3203"
"3203",2010,431348,"0220+0627+0628+3025+3203"
"3203",2011,461963,"0220+0627+0628+3025+3203"
"3203",2012,489740,"0220+0627+0628+3025+3203"
"3203",2013,529772,"0220+0627+0628+3025+3203"
"3203",2014,547143,"0220+0627+0628+3025+3203"
"3203",2015,564046,"0220+0627+0628+3025+3203"
"3203",2016,603617,"0220+0627+0628+3025+3203"
"3203",2017,679828,"0220+0627+0628+3025+3203"
"3203",2018,766637,"0220+0627+0628+3025+3203"
"3203",2019,831268,"0220+0627+0628+3025+3203"
"3203",2020,1115495,"0220+0627+0628+3025+3203"
"3203",2021,1213556,"0220+0627+0628+3025+3203"
"3203",2022,1183829,"0220+0627+0628+3025+3203"
"3203",2023,1086543,"0220+0627+0628+3025+3203"
"3203",2024,979454,"0220+0627+0628+3025+3203"
"3203",2025,885011,"0220+0627+0628+3025+3203"
"3205",2009,271432,"0226+0227+0231+3030+3205"
"3205",2010,278984,"0226+0227+0231+3030+3205"
"3205",2011,309726,"0226+0227+0231+3030+3205"
"3205",2012,328580,"0226+0227+0231+3030+3205"
"3205",2013,343571,"0226+0227+0231+3030+3205"
"3205",2014,400990,"0226+0227+0231+3030+3205"
"3205",2015,401792,"0226+0227+0231+3030+3205"
"3205",2016,426868,"0226+0227+0231+3030+3205"
"3205",2017,416414,"0226+0227+0231+3030+3205"
"3205",2018,489836,"0226+0227+0231+3030+3205"
"3205",2019,412798,"0226+0227+0231+3030+3205"
"3205",2020,338700,"0226+0227+0231+3030+3205"
"3205",2021,468765,"0226+0227+0231+3030+3205"
"3205",2022,446707,"0226+0227+0231+3030+3205"
"3205",2023,420976,"0226+0227+0231+3030+3205"
"3205",2024,388135,"0226+0227+0231+3030+3205"
"3205",2025,363643,"0226+0227+0231+3030+3205"
"3207",2009,145986,"0213+0217+3020+3207"
"3207",2010,142555,"0213+0217+3020+3207"
"3207",2011,164290,"0213+0217+3020+3207"
"3207",2012,171485,"0213+0217+3020+3207"
"3207",2013,178273,"0213+0217+3020+3207"
"3207",2014,193943,"0213+0217+3020+3207"
"3207",2015,212177,"0213+0217+3020+3207"
"3207",2016,211990,"0213+0217+3020+3207"
"3207",2017,220387,"0213+0217+3020+3207"
"3207",2018,206583,"0213+0217+3020+3207"
"3207",2019,185940,"0213+0217+3020+3207"
"3207",2020,174225,"0213+0217+3020+3207"
"3207",2021,207100,"0213+0217+3020+3207"
"3207",2022,284097,"0213+0217+3020+3207"
"3207",2023,390267,"0213+0217+3020+3207"
"3207",2024,470338,"0213+0217+3020+3207"
"3207",2025,427757,"0213+0217+3020+3207"
"3209",2009,57722,"0235+3033+3209"
"3209",2010,49693,"0235+3033+3209"
"3209",2011,41282,"0235+3033+3209"
"3209",2012,37263,"0235+3033+3209"
"3209",2013,33359,"0235+3033+3209"
"3209",2014,40791,"0235+3033+3209"
"3209",2015,42076,"0235+3033+3209"
"3209",2016,45570,"0235+3033+3209"
"3209",2017,66251,"0235+3033+3209"
"3209",2018,80183,"0235+3033+3209"
"3209",2019,75813,"0235+3033+3209"
"3209",2020,89015,"0235+3033+3209"
"3209",2021,67899,"0235+3033+3209"
"3209",2022,77595,"0235+3033+3209"
"3209",2023,101631,"0235+3033+3209"
"3209",2024,92903,"0235+3033+3209"
"3209",2025,90905,"0235+3033+3209"
"3212",2009,40319,"0216+3023+3212"
"3212",2010,52403,"0216+3023+3212"
"3212",2011,50056,"0216+3023+3212"
"3212",2012,52128,"0216+3023+3212"
"3212",2013,52845,"0216+3023+3212"
"3212",2014,49274,"0216+3023+3212"
"3212",2015,46594,"0216+3023+3212"
"3212",2016,49616,"0216+3023+3212"
"3212",2017,46185,"0216+3023+3212"
"3212",2018,41464,"0216+3023+3212"
"3212",2019,42856,"0216+3023+3212"
"3212",2020,35100,"0216+3023+3212"
"3212",2021,39984,"0216+3023+3212"
"3212",2022,33820,"0216+3023+3212"
"3212",2023,41460,"0216+3023+3212"
"3212",2024,86295,"0216+3023+3212"
"3212",2025,86874,"0216+3023+3212"
"3214",2009,24874,"0215+3022+3214"
"3214",2010,21909,"0215+3022+3214"
"3214",2011,29539,"0215+3022+3214"
"3214",2012,36228,"0215+3022+3214"
"3214",2013,33473,"0215+3022+3214"
"3214",2014,35648,"0215+3022+3214"
"3214",2015,33363,"0215+3022+3214"
"3214",2016,35227,"0215+3022+3214"
"3214",2017,37333,"0215+3022+3214"
"3214",2018,35380,"0215+3022+3214"
"3214",2019,37202,"0215+3022+3214"
"3214",2020,37048,"0215+3022+3214"
"3214",2021,45495,"0215+3022+3214"
"3214",2022,53934,"0215+3022+3214"
"3214",2023,44066,"0215+3022+3214"
"3214",2024,47711,"0215+3022+3214"
"3214",2025,46864,"0215+3022+3214"
"3216",2009,39105,"0211+3019+3216"
"3216",2010,45692,"0211+3019+3216"
"3216",2011,51317,"0211+3019+3216"
"3216",2012,59141,"0211+3019+3216"
"3216",2013,51636,"0211+3019+3216"
"3216",2014,55314,"0211+3019+3216"
"3216",2015,53375,"0211+3019+3216"
"3216",2016,53487,"0211+3019+3216"
"3216",2017,52695,"0211+3019+3216"
"3216",2018,53242,"0211+3019+3216"
"3216",2019,60491,"0211+3019+3216"
"3216",2020,61476,"0211+3019+3216"
"3216",2021,66238,"0211+3019+3216"
"3216",2022,69254,"0211+3019+3216"
"3216",2023,92512,"0211+3019+3216"
"3216",2024,89120,"0211+3019+3216"
"3216",2025,102720,"0211+3019+3216"
"3218",2009,34285,"0214+3021+3218"
"3218",2010,34690,"0214+3021+3218"
"3218",2011,33376,"0214+3021+3218"
"3218",2012,41871,"0214+3021+3218"
"3218",2013,42591,"0214+3021+3218"
"3218",2014,33731,"0214+3021+3218"
"3218",2015,35989,"0214+3021+3218"
"3218",2016,37988,"0214+3021+3218"
"3218",2017,41386,"0214+3021+3218"
"3218",2018,39382,"0214+3021+3218"
"3218",2019,39804,"0214+3021+3218"
"3218",2020,35954,"0214+3021+3218"
"3218",2021,35586,"0214+3021+3218"
"3218",2022,35521,"0214+3021+3218"
"3218",2023,40259,"0214+3021+3218"
"3218",2024,44954,"0214+3021+3218"
"3218",2025,50276,"0214+3021+3218"
"3220",2009,13396,"0229+3028+3220"
"3220",2010,17084,"0229+3028+3220"
"3220",2011,20475,"0229+3028+3220"
"3220",2012,28859,"0229+3028+3220"
"3220",2013,26954,"0229+3028+3220"
"3220",2014,26984,"0229+3028+3220"
"3220",2015,30074,"0229+3028+3220"
"3220",2016,26719,"0229+3028+3220"
"3220",2017,30273,"0229+3028+3220"
"3220",2018,30883,"0229+3028+3220"
"3220",2019,27676,"0229+3028+3220"
"3220",2020,34329,"0229+3028+3220"
"3220",2021,32693,"0229+3028+3220"
"3220",2022,27342,"0229+3028+3220"
"3220",2023,25531,"0229+3028+3220"
"3220",2024,26993,"0229+3028+3220"
"3220",2025,27904,"0229+3028+3220"
"3222",2009,43953,"0230+3029+3222"
"3222",2010,53643,"0230+3029+3222"
"3222",2011,58354,"0230+3029+3222"
"3222",2012,63548,"0230+3029+3222"
"3222",2013,60147,"0230+3029+3222"
"3222",2014,53408,"0230+3029+3222"
"3222",2015,57654,"0230+3029+3222"
"3222",2016,68426,"0230+3029+3222"
"3222",2017,61659,"0230+3029+3222"
"3222",2018,79514,"0230+3029+3222"
"3222",2019,137497,"0230+3029+3222"
"3222",2020,146048,"0230+3029+3222"
"3222",2021,128336,"0230+3029+3222"
"3222",2022,140087,"0230+3029+3222"
"3222",2023,150348,"0230+3029+3222"
"3222",2024,153820,"0230+3029+3222"
"3222",2025,157951,"0230+3029+3222"
"3224",2009,34671,"0228+3027+3224"
"3224",2010,30425,"0228+3027+3224"
"3224",2011,27671,"0228+3027+3224"
"3224",2012,30605,"0228+3027+3224"
"3224",2013,34461,"0228+3027+3224"
"3224",2014,39934,"0228+3027+3224"
"3224",2015,41442,"0228+3027+3224"
"3224",2016,48607,"0228+3027+3224"
"3224",2017,52513,"0228+3027+3224"
"3224",2018,66822,"0228+3027+3224"
"3224",2019,85781,"0228+3027+3224"
"3224",2020,93351,"0228+3027+3224"
"3224",2021,91565,"0228+3027+3224"
"3224",2022,95869,"0228+3027+3224"
"3224",2023,105589,"0228+3027+3224"
"3224",2024,86764,"0228+3027+3224"
"3224",2025,66206,"0228+3027+3224"
"3226",2009,33754,"0121+0221+3026+3226"
"3226",2010,35451,"0121+0221+3026+3226"
"3226",2011,31228,"0121+0221+3026+3226"
"3226",2012,37845,"0121+0221+3026+3226"
"3226",2013,58987,"0121+0221+3026+3226"
"3226",2014,59658,"0121+0221+3026+3226"
"3226",2015,56490,"0121+0221+3026+3226"
"3226",2016,53756,"0121+0221+3026+3226"
"3226",2017,55898,"0121+0221+3026+3226"
"3226",2018,65749,"0121+0221+3026+3226"
"3226",2019,67104,"0121+0221+3026+3226"
"3226",2020,68882,"0121+0221+3026+3226"
"3226",2021,79910,"0121+0221+3026+3226"
"3226",2022,87928,"0121+0221+3026+3226"
"3226",2023,88098,"0121+0221+3026+3226"
"3226",2024,92320,"0121+0221+3026+3226"
"3226",2025,83885,"0121+0221+3026+3226"
"3228",2009,55355,"0236+3034+3228"
"3228",2010,62957,"0236+3034+3228"
"3228",2011,61264,"0236+3034+3228"
"3228",2012,70030,"0236+3034+3228"
"3228",2013,74431,"0236+3034+3228"
"3228",2014,88144,"0236+3034+3228"
"3228",2015,105606,"0236+3034+3228"
"3228",2016,115860,"0236+3034+3228"
"3228",2017,128654,"0236+3034+3228"
"3228",2018,116366,"0236+3034+3228"
"3228",2019,122308,"0236+3034+3228"
"3228",2020,120450,"0236+3034+3228"
"3228",2021,116755,"0236+3034+3228"
"3228",2022,105461,"0236+3034+3228"
"3228",2023,101379,"0236+3034+3228"
"3228",2024,103828,"0236+3034+3228"
"3228",2025,106007,"0236+3034+3228"
"3230",2009,12854,"0234+3032+3230"
"3230",2010,11814,"0234+3032+3230"
"3230",2011,12140,"0234+3032+3230"
"3230",2012,12950,"0234+3032+3230"
"3230",2013,17294,"0234+3032+3230"
"3230",2014,27895,"0234+3032+3230"
"3230",2015,31854,"0234+3032+3230"
"3230",2016,30434,"0234+3032+3230"
"3230",2017,28675,"0234+3032+3230"
"3230",2018,30259,"0234+3032+3230"
"3230",2019,30987,"0234+3032+3230"
"3230",2020,35500,"0234+3032+3230"
"3230",2021,30996,"0234+3032+3230"
"3230",2022,27671,"0234+3032+3230"
"3230",2023,34417,"0234+3032+3230"
"3230",2024,24892,"0234+3032+3230"
"3230",2025,23438,"0234+3032+3230"
"3232",2009,66661,"0233+3031+3232"
"3232",2010,66295,"0233+3031+3232"
"3232",2011,72636,"0233+3031+3232"
"3232",2012,86958,"0233+3031+3232"
"3232",2013,98432,"0233+3031+3232"
"3232",2014,108622,"0233+3031+3232"
"3232",2015,103078,"0233+3031+3232"
"3232",2016,99143,"0233+3031+3232"
"3232",2017,103925,"0233+3031+3232"
"3232",2018,119159,"0233+3031+3232"
"3232",2019,121421,"0233+3031+3232"
"3232",2020,129220,"0233+3031+3232"
"3232",2021,123563,"0233+3031+3232"
"3232",2022,135210,"0233+3031+3232"
"3232",2023,112871,"0233+3031+3232"
"3232",2024,114522,"0233+3031+3232"
"3232",2025,118246,"0233+3031+3232"
"3234",2009,29310,"0533+3054+3234"
"3234",2010,34370,"0533+3054+3234"
"3234",2011,38128,"0533+3054+3234"
"3234",2012,35305,"0533+3054+3234"
"3234",2013,39482,"0533+3054+3234"
"3234",2014,32561,"0533+3054+3234"
"3234",2015,34701,"0533+3054+3234"
"3234",2016,40157,"0533+3054+3234"
"3234",2017,42737,"0533+3054+3234"
"3234",2018,46822,"0533+3054+3234"
"3234",2019,53479,"0533+3054+3234"
"3234",2020,61549,"0533+3054+3234"
"3234",2021,86457,"0533+3054+3234"
"3234",2022,99202,"0533+3054+3234"
"3234",2023,92793,"0533+3054+3234"
"3234",2024,95701,"0533+3054+3234"
"3234",2025,98207,"0533+3054+3234"
"3236",2009,15734,"0532+3053+3236"
"3236",2010,15229,"0532+3053+3236"
"3236",2011,27467,"0532+3053+3236"
"3236",2012,27059,"0532+3053+3236"
"3236",2013,23199,"0532+3053+3236"
"3236",2014,28904,"0532+3053+3236"
"3236",2015,25679,"0532+3053+3236"
"3236",2016,25551,"0532+3053+3236"
"3236",2017,26339,"0532+3053+3236"
"3236",2018,27281,"0532+3053+3236"
"3236",2019,30851,"0532+3053+3236"
"3236",2020,34376,"0532+3053+3236"
"3236",2021,40855,"0532+3053+3236"
"3236",2022,42231,"0532+3053+3236"
"3236",2023,31430,"0532+3053+3236"
"3236",2024,26681,"0532+3053+3236"
"3236",2025,26119,"0532+3053+3236"
"3238",2009,41534,"0238+3036+3238"
"3238",2010,53238,"0238+3036+3238"
"3238",2011,50345,"0238+3036+3238"
"3238",2012,46602,"0238+3036+3238"
"3238",2013,46604,"0238+3036+3238"
"3238",2014,46846,"0238+3036+3238"
"3238",2015,44764,"0238+3036+3238"
"3238",2016,37236,"0238+3036+3238"
"3238",2017,38426,"0238+3036+3238"
"3238",2018,38031,"0238+3036+3238"
"3238",2019,35385,"0238+3036+3238"
"3238",2020,36148,"0238+3036+3238"
"3238",2021,40865,"0238+3036+3238"
"3238",2022,43419,"0238+3036+3238"
"3238",2023,58695,"0238+3036+3238"
"3238",2024,56552,"0238+3036+3238"
"3238",2025,74925,"0238+3036+3238"
"3240",2009,34690,"0237+3035+3240"
"3240",2010,116858,"0237+3035+3240"
"3240",2011,131888,"0237+3035+3240"
"3240",2012,84965,"0237+3035+3240"
"3240",2013,89979,"0237+3035+3240"
"3240",2014,96011,"0237+3035+3240"
"3240",2015,103207,"0237+3035+3240"
"3240",2016,129928,"0237+3035+3240"
"3240",2017,138139,"0237+3035+3240"
"3240",2018,138404,"0237+3035+3240"
"3240",2019,133093,"0237+3035+3240"
"3240",2020,136497,"0237+3035+3240"
"3240",2021,121700,"0237+3035+3240"
"3240",2022,120763,"0237+3035+3240"
"3240",2023,97410,"0237+3035+3240"
"3240",2024,89288,"0237+3035+3240"
"3240",2025,67671,"0237+3035+3240"
"3242",2009,11733,"0239+3037+3242"
"3242",2010,12257,"0239+3037+3242"
"3242",2011,17344,"0239+3037+3242"
"3242",2012,15900,"0239+3037+3242"
"3242",2013,15242,"0239+3037+3242"
"3242",2014,33283,"0239+3037+3242"
"3242",2015,33214,"0239+3037+3242"
"3242",2016,31788,"0239+3037+3242"
"3242",2017,29534,"0239+3037+3242"
"3242",2018,23825,"0239+3037+3242"
"3242",2019,19893,"0239+3037+3242"
"3242",2020,17047,"0239+3037+3242"
"3242",2021,16790,"0239+3037+3242"
"3242",2022,15030,"0239+3037+3242"
"3242",2023,11570,"0239+3037+3242"
"3242",2024,11332,"0239+3037+3242"
"3242",2025,14025,"0239+3037+3242"
"3301",2009,407131,"0602+0625+0711+3005+3301"
"3301",2010,392835,"0602+0625+0711+3005+3301"
"3301",2011,425440,"0602+0625+0711+3005+3301"
"3301",2012,483058,"0602+0625+0711+3005+3301"
"3301",2013,515992,"0602+0625+0711+3005+3301"
"3301",2014,564476,"0602+0625+0711+3005+3301"
"3301",2015,543948,"0602+0625+0711+3005+3301"
"3301",2016,616208,"0602+0625+0711+3005+3301"
"3301",2017,607247,"0602+0625+0711+3005+3301"
"3301",2018,606193,"0602+0625+0711+3005+3301"
"3301",2019,555977,"0602+0625+0711+3005+3301"
"3301",2020,704760,"0602+0625+0711+3005+3301"
"3301",2021,755349,"0602+0625+0711+3005+3301"
"3301",2022,666216,"0602+0625+0711+3005+3301"
"3301",2023,721581,"0602+0625+0711+3005+3301"
"3301",2024,740484,"0602+0625+0711+3005+3301"
"3301",2025,665070,"0602+0625+0711+3005+3301"
"3303",2009,153571,"0604+3006+3303"
"3303",2010,152767,"0604+3006+3303"
"3303",2011,163789,"0604+3006+3303"
"3303",2012,176766,"0604+3006+3303"
"3303",2013,182320,"0604+3006+3303"
"3303",2014,264036,"0604+3006+3303"
"3303",2015,259179,"0604+3006+3303"
"3303",2016,311171,"0604+3006+3303"
"3303",2017,354160,"0604+3006+3303"
"3303",2018,352487,"0604+3006+3303"
"3303",2019,398270,"0604+3006+3303"
"3303",2020,366439,"0604+3006+3303"
"3303",2021,454799,"0604+3006+3303"
"3303",2022,309337,"0604+3006+3303"
"3303",2023,316273,"0604+3006+3303"
"3303",2024,301798,"0604+3006+3303"
"3303",2025,279899,"0604+3006+3303"
"3305",2009,473569,"0605+3007+3305"
"3305",2010,457898,"0605+3007+3305"
"3305",2011,446827,"0605+3007+3305"
"3305",2012,446032,"0605+3007+3305"
"3305",2013,452411,"0605+3007+3305"
"3305",2014,439915,"0605+3007+3305"
"3305",2015,391960,"0605+3007+3305"
"3305",2016,405138,"0605+3007+3305"
"3305",2017,418197,"0605+3007+3305"
"3305",2018,435994,"0605+3007+3305"
"3305",2019,441434,"0605+3007+3305"
"3305",2020,439632,"0605+3007+3305"
"3305",2021,467709,"0605+3007+3305"
"3305",2022,475301,"0605+3007+3305"
"3305",2023,366069,"0605+3007+3305"
"3305",2024,279201,"0605+3007+3305"
"3305",2025,242964,"0605+3007+3305"
"3310",2009,27195,"0612+3038+3310"
"3310",2010,30532,"0612+3038+3310"
"3310",2011,46662,"0612+3038+3310"
"3310",2012,49796,"0612+3038+3310"
"3310",2013,145408,"0612+3038+3310"
"3310",2014,134485,"0612+3038+3310"
"3310",2015,66715,"0612+3038+3310"
"3310",2016,49744,"0612+3038+3310"
"3310",2017,42124,"0612+3038+3310"
"3310",2018,32508,"0612+3038+3310"
"3310",2019,27633,"0612+3038+3310"
"3310",2020,26476,"0612+3038+3310"
"3310",2021,28109,"0612+3038+3310"
"3310",2022,24749,"0612+3038+3310"
"3310",2023,25790,"0612+3038+3310"
"3310",2024,26326,"0612+3038+3310"
"3310",2025,31443,"0612+3038+3310"
"3312",2009,160151,"0626+3049+3312"
"3312",2010,159593,"0626+3049+3312"
"3312",2011,193395,"0626+3049+3312"
"3312",2012,187181,"0626+3049+3312"
"3312",2013,180312,"0626+3049+3312"
"3312",2014,182921,"0626+3049+3312"
"3312",2015,167085,"0626+3049+3312"
"3312",2016,171089,"0626+3049+3312"
"3312",2017,175767,"0626+3049+3312"
"3312",2018,169385,"0626+3049+3312"
"3312",2019,168290,"0626+3049+3312"
"3312",2020,167109,"0626+3049+3312"
"3312",2021,145583,"0626+3049+3312"
"3312",2022,130980,"0626+3049+3312"
"3312",2023,140463,"0626+3049+3312"
"3312",2024,169088,"0626+3049+3312"
"3312",2025,157413,"0626+3049+3312"
"3314",2009,82037,"0624+3048+3314"
"3314",2010,92028,"0624+3048+3314"
"3314",2011,97765,"0624+3048+3314"
"3314",2012,133946,"0624+3048+3314"
"3314",2013,151814,"0624+3048+3314"
"3314",2014,170087,"0624+3048+3314"
"3314",2015,155266,"0624+3048+3314"
"3314",2016,120631,"0624+3048+3314"
"3314",2017,119489,"0624+3048+3314"
"3314",2018,114981,"0624+3048+3314"
"3314",2019,120971,"0624+3048+3314"
"3314",2020,141302,"0624+3048+3314"
"3314",2021,141098,"0624+3048+3314"
"3314",2022,145881,"0624+3048+3314"
"3314",2023,161313,"0624+3048+3314"
"3314",2024,156559,"0624+3048+3314"
"3314",2025,159266,"0624+3048+3314"
"3316",2009,76664,"0623+3047+3316"
"3316",2010,74478,"0623+3047+3316"
"3316",2011,80483,"0623+3047+3316"
"3316",2012,73669,"0623+3047+3316"
"3316",2013,60824,"0623+3047+3316"
"3316",2014,38601,"0623+3047+3316"
"3316",2015,34923,"0623+3047+3316"
"3316",2016,45107,"0623+3047+3316"
"3316",2017,58521,"0623+3047+3316"
"3316",2018,71363,"0623+3047+3316"
"3316",2019,123536,"0623+3047+3316"
"3316",2020,162211,"0623+3047+3316"
"3316",2021,161227,"0623+3047+3316"
"3316",2022,172646,"0623+3047+3316"
"3316",2023,178198,"0623+3047+3316"
"3316",2024,182186,"0623+3047+3316"
"3316",2025,201740,"0623+3047+3316"
"3318",2009,19273,"0622+3046+3318"
"3318",2010,14532,"0622+3046+3318"
"3318",2011,15587,"0622+3046+3318"
"3318",2012,10139,"0622+3046+3318"
"3318",2013,10100,"0622+3046+3318"
"3318",2014,10263,"0622+3046+3318"
"3318",2015,8995,"0622+3046+3318"
"3318",2016,9334,"0622+3046+3318"
"3318",2017,11523,"0622+3046+3318"
"3318",2018,12732,"0622+3046+3318"
"3318",2019,13726,"0622+3046+3318"
"3318",2020,8879,"0622+3046+3318"
"3318",2021,10367,"0622+3046+3318"
"3318",2022,10919,"0622+3046+3318"
"3318",2023,11396,"0622+3046+3318"
"3318",2024,10777,"0622+3046+3318"
"3318",2025,10868,"0622+3046+3318"
"3320",2009,8209,"0615+3039+3320"
"3320",2010,7740,"0615+3039+3320"
"3320",2011,6342,"0615+3039+3320"
"3320",2012,5820,"0615+3039+3320"
"3320",2013,4726,"0615+3039+3320"
"3320",2014,8622,"0615+3039+3320"
"3320",2015,10521,"0615+3039+3320"
"3320",2016,13030,"0615+3039+3320"
"3320",2017,11226,"0615+3039+3320"
"3320",2018,9133,"0615+3039+3320"
"3320",2019,8703,"0615+3039+3320"
"3320",2020,8647,"0615+3039+3320"
"3320",2021,7517,"0615+3039+3320"
"3320",2022,7372,"0615+3039+3320"
"3320",2023,10215,"0615+3039+3320"
"3320",2024,8671,"0615+3039+3320"
"3320",2025,6813,"0615+3039+3320"
"3322",2009,31814,"0616+3040+3322"
"3322",2010,37559,"0616+3040+3322"
"3322",2011,50636,"0616+3040+3322"
"3322",2012,55901,"0616+3040+3322"
"3322",2013,65378,"0616+3040+3322"
"3322",2014,96375,"0616+3040+3322"
"3322",2015,118989,"0616+3040+3322"
"3322",2016,124321,"0616+3040+3322"
"3322",2017,110205,"0616+3040+3322"
"3322",2018,86619,"0616+3040+3322"
"3322",2019,76444,"0616+3040+3322"
"3322",2020,60355,"0616+3040+3322"
"3322",2021,50615,"0616+3040+3322"
"3322",2022,58326,"0616+3040+3322"
"3322",2023,59164,"0616+3040+3322"
"3322",2024,48325,"0616+3040+3322"
"3322",2025,27655,"0616+3040+3322"
"3324",2009,40190,"0617+3041+3324"
"3324",2010,54463,"0617+3041+3324"
"3324",2011,47642,"0617+3041+3324"
"3324",2012,40318,"0617+3041+3324"
"3324",2013,42185,"0617+3041+3324"
"3324",2014,29645,"0617+3041+3324"
"3324",2015,26533,"0617+3041+3324"
"3324",2016,24392,"0617+3041+3324"
"3324",2017,31398,"0617+3041+3324"
"3324",2018,32716,"0617+3041+3324"
"3324",2019,26262,"0617+3041+3324"
"3324",2020,33307,"0617+3041+3324"
"3324",2021,22295,"0617+3041+3324"
"3324",2022,21124,"0617+3041+3324"
"3324",2023,29209,"0617+3041+3324"
"3324",2024,48388,"0617+3041+3324"
"3324",2025,46387,"0617+3041+3324"
"3326",2009,7526,"0618+3042+3326"
"3326",2010,7473,"0618+3042+3326"
"3326",2011,7678,"0618+3042+3326"
"3326",2012,7170,"0618+3042+3326"
"3326",2013,6566,"0618+3042+3326"
"3326",2014,6854,"0618+3042+3326"
"3326",2015,9963,"0618+3042+3326"
"3326",2016,10150,"0618+3042+3326"
"3326",2017,9592,"0618+3042+3326"
"3326",2018,9604,"0618+3042+3326"
