"kommunenr_2024","år","folk_ialt","demens_estimert","demensandel","y1_predikert","y1_predikert_modell"
"1122",2047,14295,469.942219,0.0328745868485484,784.416062388536,825.158943536378
"1122",2048,14347,483.936116,0.0337308228898027,818.735767264437,847.579207853446
"1122",2049,14395,501.2386,0.0348203265022577,860.38583550788,875.868400527667
"1122",2050,14437,514.891847,0.0356647396966129,898.73344375176,898.73344375176
"1124",2026,29290,483.644678,0.0165122798907477,897.306782432248,999.067824322483
"1124",2027,29517,507.64819,0.0171985022190602,905.206982427827,1025.68714492965
"1124",2028,29736,529.377346,0.0178025741861716,914.758100370196,1050.33200211541
"1124",2029,29952,552.097176,0.0184327315705128,926.409547203054,1076.1625750732
"1124",2030,30163,575.329552,0.0190740162450685,940.180100639564,1102.72040255826
"1124",2031,30370,599.345358,0.0197347829436944,956.243571855443,1130.32546732328
"1124",2032,30572,626.351189,0.0204877400562606,975.463603960581,1161.27262757102
"1124",2033,30771,649.546737,0.021109055181827,995.712623160654,1188.65551216732
"1124",2034,30967,678.519904,0.0219110635192301,1020.59202712558,1222.48006781394
"1124",2035,31161,706.239135,0.0226641999614903,1047.6449276109,1255.47412025348
"1124",2036,31353,731.67159,0.0233365735336331,1076.19526583963,1286.41108597817
"1124",2037,31539,762.182883,0.0241663617426044,1110.18669288673,1323.43744953509
"1124",2038,31719,788.257469,0.0248512711308679,1144.44326330456,1355.89684237193
"1124",2039,31893,818.822183,0.0256740407926504,1184.47278386742,1394.03878105094
"1124",2040,32060,849.480458,0.0264965832189644,1227.80583356092,1432.88933369746
"1124",2041,32221,880.815649,0.0273366949815338,1275.02590434454,1473.20891221818
"1124",2042,32376,912.316234,0.0281787816283667,1325.89786791555,1514.42552559364
"1124",2043,32524,941.750439,0.0289555540216456,1378.41054954866,1553.67532142192
"1124",2044,32665,978.726513,0.0299625444053268,1442.08538246337,1603.52952575919
"1124",2045,32798,1012.650649,0.030875378041344,1507.02417821217,1650.33745010728
"1124",2046,32923,1045.936101,0.0317691614069192,1575.51639926793,1697.19576384462
"1124",2047,33040,1079.448034,0.032670945338983,1648.64188890151,1745.31480439607
"1124",2048,33148,1111.273671,0.033524606944612,1724.00625588758,1791.95270906766
"1124",2049,33247,1149.449631,0.0345730330856919,1812.92790634331,1849.04198061642
"1124",2050,33338,1183.065036,0.0354869829023937,1900.54460553955,1900.54460553955
"1127",2026,11867,237.544137,0.0200172020729755,364.269140256039,393.691402560386
"1127",2027,11941,247.868902,0.02075780102169,366.935612653859,404.168092028062
"1127",2028,12016,260.091785,0.021645454810253,370.729507376141,416.597185006523
"1127",2029,12089,269.694092,0.0223090488874183,374.966517610042,426.724788753138
"1127",2030,12160,280.956003,0.0231049344572368,380.394626959023,438.578507836092
"1127",2031,12230,291.838342,0.0238624973017171,386.657070380753,450.241983933053
"1127",2032,12298,302.722093,0.0246155548056595,393.847420157975,462.068985101461
"1127",2033,12364,316.134415,0.0255689433031381,402.938872458494,476.69344126481
"1127",2034,12429,327.218054,0.026326981575348,412.253540082401,489.133850206002
"1127",2035,12493,341.341828,0.0273226469222765,424.036499754039,505.083428009233
"1127",2036,12557,348.273359,0.0277353953173529,433.37798337187,513.374701835516
"1127",2037,12620,361.938991,0.0286797932646593,447.258865112784,529.309980707871
"1127",2038,12683,377.041873,0.0297281300165576,463.445119300261,547.263853273202
"1127",2039,12744,390.093295,0.0306099572347771,479.780674106594,563.179870819735
"1127",2040,12805,404.141945,0.0315612608356111,498.272771778802,580.636434846083
"1127",2041,12863,416.778454,0.0324013413667107,517.139195681751,596.681804802643
"1127",2042,12920,429.940196,0.0332771049535604,537.892198016489,613.703140023555
"1127",2043,12973,444.281197,0.0342466042549911,561.309627622476,632.60627474234
"1127",2044,13023,458.294323,0.0351911481993396,586.130027910112,651.490358593693
"1127",2045,13070,474.909747,0.0363358643458301,615.652689963183,674.418695339303
"1127",2046,13113,489.714615,0.0373457343857241,645.230777808899,695.38915036341
"1127",2047,13152,502.371767,0.0381973667122871,674.041051927283,713.722312030741
"1127",2048,13187,516.789616,0.0391893240312429,707.03986107977,735.097147113265
"1127",2049,13219,532.135426,0.0402553465466374,743.549544338678,758.454072040185
"1127",2050,13247,549.01587,0.041444543670265,784.925053984056,784.925053984056
"1130",2026,13070,286.333295,0.0219076736801836,398.15780671683,462.578067168298
"1130",2027,13121,297.462044,0.0226706839417727,402.422682187226,474.074052270736
