"år","kommunenr_2024","observert","predikert"
2015,"0301",2359.34,2664.16094288356
2015,"1101",88.095,95.295697790113
2015,"1103",683.745,668.089673799285
2015,"1106",225.935,259.9158289455
2015,"1108",310.76,351.104210184648
2015,"1111",21.905,21.9359173917337
2015,"1112",17.195,19.8101896704151
2015,"1114",16.96,17.7974431234059
2015,"1119",97.015,102.514046695385
2015,"1120",112.18,90.1089552578198
2015,"1121",84.89,94.4844394736945
2015,"1122",44.2,51.6786279256483
2015,"1124",146,134.628341392727
2015,"1127",45.19,59.5300627002547
2015,"1130",53.105,62.664590826373
2015,"1133",24.215,24.9660748120533
2015,"1134",38.025,38.9029773011444
2015,"1135",34.13,35.8093415020717
2015,"1144",5,4.34255222758837
2015,"1145",7.785,10.8729712273516
2015,"1146",75.235,75.5051225768094
2015,"1149",229.885,273.300193230502
2015,"1151",2.53,3.55201403500348
2015,"1160",67.01,63.3004504207827
2015,"1505",156.335,136.567497455562
2015,"1506",258.97,248.185662549963
2015,"1508",348.565,344.54555706222
2015,"1511",20.89,23.9389249254919
2015,"1514",28.98,25.1032160853535
2015,"1515",57.745,61.2497470846095
2015,"1516",34.895,40.5465202298942
2015,"1517",28.795,33.7164617334603
2015,"1520",73.8,83.6101837333271
2015,"1525",33.58,39.2591537283202
2015,"1528",55.895,60.2331406323862
2015,"1531",61.075,70.6382631416558
2015,"1532",60.375,56.5463809685111
2015,"1535",54.755,53.1892753431253
2015,"1539",57.83,59.7430435857777
2015,"1547",26.09,27.4694887296002
2015,"1554",38.945,40.2924653798535
2015,"1557",20.135,23.2889909793413
2015,"1560",17.245,21.885691475205
2015,"1563",74.055,72.244561331544
2015,"1566",57.995,53.8784875415744
2015,"1573",15.245,16.4151490908996
2015,"1576",27.5,32.1718696015821
2015,"1577",79.22,74.580309909105
2015,"1578",21.515,25.9029838485382
2015,"1579",88.85,94.6777568662249
2015,"1580",73.025,75.1881183677904
2015,"1804",287.89,279.974885928564
2015,"1811",23.01,23.1249063356238
2015,"1812",23.96,18.8737180116554
2015,"1813",52.635,57.8377688325629
2015,"1815",13.135,11.6271443761647
2015,"1816",7.775,5.9403825370732
2015,"1818",12.9,12.4488826229215
2015,"1820",35.86,40.6389367563873
2015,"1822",14.355,16.6008571488126
2015,"1824",102.185,99.4880571878346
2015,"1825",12.875,13.4870304601545
2015,"1826",17.47,12.690673878144
2015,"1827",12.525,14.4096518747224
2015,"1828",17.095,18.2858995178463
2015,"1832",40.77,39.5803764982119
2015,"1833",202.235,207.116112271503
2015,"1834",17.085,13.9781192639829
