"kommunenr_2024","år","y2s_predikert","y2s_nedre","y2s_ovre","n_bootstrap_ok"
"1114",2037,23.410230794237,22.7487566441797,29.9868598519137,60
"1114",2038,24.3403878012802,23.5456865760688,31.8609750457565,60
"1114",2039,25.4207787702911,24.4610559475239,34.215070569765,60
"1114",2040,26.4101463121433,25.2964198838471,36.3484523340105,60
"1114",2041,27.5604856510287,26.2291688073751,38.8968067977743,60
"1114",2042,28.6757392969373,27.1363582779822,41.3684861304595,60
"1114",2043,29.6694647042279,27.9599485648582,43.4679296767046,60
"1114",2044,31.1920179931957,29.1508261885696,46.765839691185,60
"1114",2045,32.331512139619,30.0740239795142,49.1891351153524,60
"1114",2046,33.8068092143356,31.2273445945168,52.4109163082098,60
"1114",2047,35.1657645447315,32.2981937857079,55.3833007722044,60
"1114",2048,36.2985925979513,33.2124623672191,57.8217988058804,60
"1114",2049,38.4536444573197,34.8411906830081,62.7612538612194,60
"1114",2050,39.5335195122644,35.7227762675019,65.0925010902183,60
"1119",2026,144.608459910961,143.834662060625,146.847555203708,60
"1119",2027,146.443367821573,145.286811370276,149.808318834332,60
"1119",2028,148.737956963248,147.095311485123,153.556253187224,60
"1119",2029,151.454730513008,149.230008528615,158.019850369649,60
"1119",2030,154.348547973006,151.507974844111,162.567476276916,60
"1119",2031,157.577550425779,154.045273671768,167.644101529372,60
"1119",2032,161.331050944682,156.980271045267,173.611937896908,60
"1119",2033,165.720530470368,160.35531122817,181.046164117084,60
"1119",2034,170.60125738183,163.988264485493,189.423161867379,60
"1119",2035,175.697710458335,167.777216295377,198.209429063237,60
"1119",2036,181.177498853421,171.930152505918,207.733890685623,60
"1119",2037,187.007207443782,176.353923495961,217.952935440049,60
"1119",2038,193.556478144125,181.290959242747,229.630826651565,60
"1119",2039,200.994387239252,186.852902027068,243.160453322582,60
"1119",2040,208.238020473442,192.283233130032,256.31235983474,60
"1119",2041,215.54062027503,197.757815174156,269.604876253474,60
"1119",2042,223.682989152077,203.816500937614,284.718264705767,60
"1119",2043,232.483927079576,210.326421545415,301.501892904705,60
"1119",2044,241.9816835137,217.30909574819,319.921846618924,60
"1119",2045,251.071036918915,224.010327084135,337.483508288919,60
"1119",2046,260.182789411655,230.720273804613,355.189902853038,60
"1119",2047,270.423274328501,238.188590534299,375.153380844407,60
"1119",2048,279.924434627678,245.153196746997,393.474730120466,60
"1119",2049,291.825147143253,253.715049011535,417.298999975342,60
