"kommunenr_2024","år","folk_ialt","demens_estimert","demensandel","y5p_predikert","y5p_predikert_modell"
"1127",2033,12364,316.134415,0.0255689433031381,77.9486719667543,76.099784735874
"1127",2034,12429,327.218054,0.026326981575348,78.0849968938339,76.7124922345848
"1127",2035,12493,341.341828,0.0273226469222765,78.2952474477757,77.3891370234873
"1127",2036,12557,348.273359,0.0277353953173529,78.4790400195875,77.9032421465
"1127",2037,12620,361.938991,0.0286797932646593,78.7772209983124,78.5653092649999
"1127",2038,12683,377.041873,0.0297281300165576,79.1436538902006,79.2611888912737
"1127",2039,12744,390.093295,0.0306099572347771,79.528739350895,79.8999818738638
"1127",2040,12805,404.141945,0.0315612608356111,79.9766064687449,80.5625703499918
"1127",2041,12863,416.778454,0.0324013413667107,80.4421317022486,81.1768025694318
"1127",2042,12920,429.940196,0.0332771049535604,80.9588881393987,81.7984116277125
"1127",2043,12973,444.281197,0.0342466042549911,81.5267168720948,82.4260567757218
"1127",2044,13023,458.294323,0.0351911481993396,82.1235718227103,83.0304152551101
"1127",2045,13070,474.909747,0.0363358643458301,82.8025741125483,83.680091215444
"1127",2046,13113,489.714615,0.0373457343857241,83.476460878314,84.2664245627223
"1127",2047,13152,502.371767,0.0381973667122871,84.1306516951309,84.7810159945137
"1127",2048,13187,516.789616,0.0391893240312429,84.8422636554687,85.3159607086149
"1127",2049,13219,532.135426,0.0402553465466374,85.6003225566389,85.8574779809235
"1127",2050,13247,549.01587,0.041444543670265,86.4148110825562,86.4148110825562
"1130",2026,13070,286.333295,0.0219076736801836,77.9250241951562,68.2502419515619
"1130",2027,13121,297.462044,0.0226706839417727,77.5848851401953,68.7082555650567
