"Region","Kjonn","Alder","ContentsCode","Tid","verdi","status","Region_tekst","Kjonn_tekst","Alder_tekst","ContentsCode_tekst","Tid_tekst","ssb_tabell","hentet_utc"
"0301","2","000","Personer1","2035",3199,,"Oslo - Oslove","Kvinner","0 år","Lav nasjonal vekst (LLML)","2035","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer1","2036",3181,,"Oslo - Oslove","Kvinner","0 år","Lav nasjonal vekst (LLML)","2036","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer1","2037",3169,,"Oslo - Oslove","Kvinner","0 år","Lav nasjonal vekst (LLML)","2037","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer1","2038",3162,,"Oslo - Oslove","Kvinner","0 år","Lav nasjonal vekst (LLML)","2038","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer1","2039",3159,,"Oslo - Oslove","Kvinner","0 år","Lav nasjonal vekst (LLML)","2039","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer1","2040",3159,,"Oslo - Oslove","Kvinner","0 år","Lav nasjonal vekst (LLML)","2040","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer1","2041",3159,,"Oslo - Oslove","Kvinner","0 år","Lav nasjonal vekst (LLML)","2041","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer1","2042",3156,,"Oslo - Oslove","Kvinner","0 år","Lav nasjonal vekst (LLML)","2042","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer1","2043",3149,,"Oslo - Oslove","Kvinner","0 år","Lav nasjonal vekst (LLML)","2043","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer1","2044",3138,,"Oslo - Oslove","Kvinner","0 år","Lav nasjonal vekst (LLML)","2044","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer1","2045",3122,,"Oslo - Oslove","Kvinner","0 år","Lav nasjonal vekst (LLML)","2045","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer1","2046",3102,,"Oslo - Oslove","Kvinner","0 år","Lav nasjonal vekst (LLML)","2046","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer1","2047",3077,,"Oslo - Oslove","Kvinner","0 år","Lav nasjonal vekst (LLML)","2047","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer1","2048",3049,,"Oslo - Oslove","Kvinner","0 år","Lav nasjonal vekst (LLML)","2048","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer1","2049",3018,,"Oslo - Oslove","Kvinner","0 år","Lav nasjonal vekst (LLML)","2049","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer1","2050",2985,,"Oslo - Oslove","Kvinner","0 år","Lav nasjonal vekst (LLML)","2050","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer2","2026",4355,,"Oslo - Oslove","Kvinner","0 år","Høy nasjonal vekst (HHMH)","2026","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer2","2027",4473,,"Oslo - Oslove","Kvinner","0 år","Høy nasjonal vekst (HHMH)","2027","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer2","2028",4683,,"Oslo - Oslove","Kvinner","0 år","Høy nasjonal vekst (HHMH)","2028","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer2","2029",4887,,"Oslo - Oslove","Kvinner","0 år","Høy nasjonal vekst (HHMH)","2029","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer2","2030",5087,,"Oslo - Oslove","Kvinner","0 år","Høy nasjonal vekst (HHMH)","2030","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer2","2031",5285,,"Oslo - Oslove","Kvinner","0 år","Høy nasjonal vekst (HHMH)","2031","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer2","2032",5484,,"Oslo - Oslove","Kvinner","0 år","Høy nasjonal vekst (HHMH)","2032","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer2","2033",5492,,"Oslo - Oslove","Kvinner","0 år","Høy nasjonal vekst (HHMH)","2033","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer2","2034",5503,,"Oslo - Oslove","Kvinner","0 år","Høy nasjonal vekst (HHMH)","2034","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer2","2035",5522,,"Oslo - Oslove","Kvinner","0 år","Høy nasjonal vekst (HHMH)","2035","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer2","2036",5549,,"Oslo - Oslove","Kvinner","0 år","Høy nasjonal vekst (HHMH)","2036","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer2","2037",5582,,"Oslo - Oslove","Kvinner","0 år","Høy nasjonal vekst (HHMH)","2037","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer2","2038",5620,,"Oslo - Oslove","Kvinner","0 år","Høy nasjonal vekst (HHMH)","2038","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer2","2039",5662,,"Oslo - Oslove","Kvinner","0 år","Høy nasjonal vekst (HHMH)","2039","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer2","2040",5706,,"Oslo - Oslove","Kvinner","0 år","Høy nasjonal vekst (HHMH)","2040","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer2","2041",5746,,"Oslo - Oslove","Kvinner","0 år","Høy nasjonal vekst (HHMH)","2041","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer2","2042",5781,,"Oslo - Oslove","Kvinner","0 år","Høy nasjonal vekst (HHMH)","2042","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer2","2043",5808,,"Oslo - Oslove","Kvinner","0 år","Høy nasjonal vekst (HHMH)","2043","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer2","2044",5828,,"Oslo - Oslove","Kvinner","0 år","Høy nasjonal vekst (HHMH)","2044","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer2","2045",5840,,"Oslo - Oslove","Kvinner","0 år","Høy nasjonal vekst (HHMH)","2045","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer2","2046",5846,,"Oslo - Oslove","Kvinner","0 år","Høy nasjonal vekst (HHMH)","2046","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer2","2047",5846,,"Oslo - Oslove","Kvinner","0 år","Høy nasjonal vekst (HHMH)","2047","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer2","2048",5842,,"Oslo - Oslove","Kvinner","0 år","Høy nasjonal vekst (HHMH)","2048","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer2","2049",5835,,"Oslo - Oslove","Kvinner","0 år","Høy nasjonal vekst (HHMH)","2049","14746","2026-09-10 12:00:25 UTC"
"0301","2","000","Personer2","2050",5828,,"Oslo - Oslove","Kvinner","0 år","Høy nasjonal vekst (HHMH)","2050","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer","2026",4094,,"Oslo - Oslove","Kvinner","1 år","Hovedalternativet (MMMM)","2026","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer","2027",4121,,"Oslo - Oslove","Kvinner","1 år","Hovedalternativet (MMMM)","2027","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer","2028",4087,,"Oslo - Oslove","Kvinner","1 år","Hovedalternativet (MMMM)","2028","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer","2029",4130,,"Oslo - Oslove","Kvinner","1 år","Hovedalternativet (MMMM)","2029","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer","2030",4165,,"Oslo - Oslove","Kvinner","1 år","Hovedalternativet (MMMM)","2030","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer","2031",4193,,"Oslo - Oslove","Kvinner","1 år","Hovedalternativet (MMMM)","2031","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer","2032",4218,,"Oslo - Oslove","Kvinner","1 år","Hovedalternativet (MMMM)","2032","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer","2033",4240,,"Oslo - Oslove","Kvinner","1 år","Hovedalternativet (MMMM)","2033","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer","2034",4262,,"Oslo - Oslove","Kvinner","1 år","Hovedalternativet (MMMM)","2034","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer","2035",4285,,"Oslo - Oslove","Kvinner","1 år","Hovedalternativet (MMMM)","2035","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer","2036",4315,,"Oslo - Oslove","Kvinner","1 år","Hovedalternativet (MMMM)","2036","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer","2037",4351,,"Oslo - Oslove","Kvinner","1 år","Hovedalternativet (MMMM)","2037","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer","2038",4353,,"Oslo - Oslove","Kvinner","1 år","Hovedalternativet (MMMM)","2038","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer","2039",4359,,"Oslo - Oslove","Kvinner","1 år","Hovedalternativet (MMMM)","2039","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer","2040",4370,,"Oslo - Oslove","Kvinner","1 år","Hovedalternativet (MMMM)","2040","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer","2041",4382,,"Oslo - Oslove","Kvinner","1 år","Hovedalternativet (MMMM)","2041","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer","2042",4393,,"Oslo - Oslove","Kvinner","1 år","Hovedalternativet (MMMM)","2042","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer","2043",4400,,"Oslo - Oslove","Kvinner","1 år","Hovedalternativet (MMMM)","2043","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer","2044",4401,,"Oslo - Oslove","Kvinner","1 år","Hovedalternativet (MMMM)","2044","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer","2045",4397,,"Oslo - Oslove","Kvinner","1 år","Hovedalternativet (MMMM)","2045","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer","2046",4386,,"Oslo - Oslove","Kvinner","1 år","Hovedalternativet (MMMM)","2046","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer","2047",4370,,"Oslo - Oslove","Kvinner","1 år","Hovedalternativet (MMMM)","2047","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer","2048",4348,,"Oslo - Oslove","Kvinner","1 år","Hovedalternativet (MMMM)","2048","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer","2049",4323,,"Oslo - Oslove","Kvinner","1 år","Hovedalternativet (MMMM)","2049","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer","2050",4295,,"Oslo - Oslove","Kvinner","1 år","Hovedalternativet (MMMM)","2050","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer1","2026",4094,,"Oslo - Oslove","Kvinner","1 år","Lav nasjonal vekst (LLML)","2026","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer1","2027",4098,,"Oslo - Oslove","Kvinner","1 år","Lav nasjonal vekst (LLML)","2027","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer1","2028",3885,,"Oslo - Oslove","Kvinner","1 år","Lav nasjonal vekst (LLML)","2028","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer1","2029",3737,,"Oslo - Oslove","Kvinner","1 år","Lav nasjonal vekst (LLML)","2029","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer1","2030",3583,,"Oslo - Oslove","Kvinner","1 år","Lav nasjonal vekst (LLML)","2030","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer1","2031",3425,,"Oslo - Oslove","Kvinner","1 år","Lav nasjonal vekst (LLML)","2031","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer1","2032",3267,,"Oslo - Oslove","Kvinner","1 år","Lav nasjonal vekst (LLML)","2032","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer1","2033",3111,,"Oslo - Oslove","Kvinner","1 år","Lav nasjonal vekst (LLML)","2033","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer1","2034",3081,,"Oslo - Oslove","Kvinner","1 år","Lav nasjonal vekst (LLML)","2034","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer1","2035",3054,,"Oslo - Oslove","Kvinner","1 år","Lav nasjonal vekst (LLML)","2035","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer1","2036",3031,,"Oslo - Oslove","Kvinner","1 år","Lav nasjonal vekst (LLML)","2036","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer1","2037",3015,,"Oslo - Oslove","Kvinner","1 år","Lav nasjonal vekst (LLML)","2037","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer1","2038",3003,,"Oslo - Oslove","Kvinner","1 år","Lav nasjonal vekst (LLML)","2038","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer1","2039",2996,,"Oslo - Oslove","Kvinner","1 år","Lav nasjonal vekst (LLML)","2039","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer1","2040",2993,,"Oslo - Oslove","Kvinner","1 år","Lav nasjonal vekst (LLML)","2040","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer1","2041",2992,,"Oslo - Oslove","Kvinner","1 år","Lav nasjonal vekst (LLML)","2041","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer1","2042",2991,,"Oslo - Oslove","Kvinner","1 år","Lav nasjonal vekst (LLML)","2042","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer1","2043",2988,,"Oslo - Oslove","Kvinner","1 år","Lav nasjonal vekst (LLML)","2043","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer1","2044",2981,,"Oslo - Oslove","Kvinner","1 år","Lav nasjonal vekst (LLML)","2044","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer1","2045",2970,,"Oslo - Oslove","Kvinner","1 år","Lav nasjonal vekst (LLML)","2045","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer1","2046",2955,,"Oslo - Oslove","Kvinner","1 år","Lav nasjonal vekst (LLML)","2046","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer1","2047",2935,,"Oslo - Oslove","Kvinner","1 år","Lav nasjonal vekst (LLML)","2047","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer1","2048",2911,,"Oslo - Oslove","Kvinner","1 år","Lav nasjonal vekst (LLML)","2048","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer1","2049",2885,,"Oslo - Oslove","Kvinner","1 år","Lav nasjonal vekst (LLML)","2049","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer1","2050",2855,,"Oslo - Oslove","Kvinner","1 år","Lav nasjonal vekst (LLML)","2050","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer2","2026",4094,,"Oslo - Oslove","Kvinner","1 år","Høy nasjonal vekst (HHMH)","2026","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer2","2027",4139,,"Oslo - Oslove","Kvinner","1 år","Høy nasjonal vekst (HHMH)","2027","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer2","2028",4250,,"Oslo - Oslove","Kvinner","1 år","Høy nasjonal vekst (HHMH)","2028","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer2","2029",4447,,"Oslo - Oslove","Kvinner","1 år","Høy nasjonal vekst (HHMH)","2029","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer2","2030",4638,,"Oslo - Oslove","Kvinner","1 år","Høy nasjonal vekst (HHMH)","2030","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer2","2031",4824,,"Oslo - Oslove","Kvinner","1 år","Høy nasjonal vekst (HHMH)","2031","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer2","2032",5009,,"Oslo - Oslove","Kvinner","1 år","Høy nasjonal vekst (HHMH)","2032","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer2","2033",5195,,"Oslo - Oslove","Kvinner","1 år","Høy nasjonal vekst (HHMH)","2033","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer2","2034",5203,,"Oslo - Oslove","Kvinner","1 år","Høy nasjonal vekst (HHMH)","2034","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer2","2035",5214,,"Oslo - Oslove","Kvinner","1 år","Høy nasjonal vekst (HHMH)","2035","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer2","2036",5232,,"Oslo - Oslove","Kvinner","1 år","Høy nasjonal vekst (HHMH)","2036","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer2","2037",5258,,"Oslo - Oslove","Kvinner","1 år","Høy nasjonal vekst (HHMH)","2037","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer2","2038",5288,,"Oslo - Oslove","Kvinner","1 år","Høy nasjonal vekst (HHMH)","2038","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer2","2039",5324,,"Oslo - Oslove","Kvinner","1 år","Høy nasjonal vekst (HHMH)","2039","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer2","2040",5363,,"Oslo - Oslove","Kvinner","1 år","Høy nasjonal vekst (HHMH)","2040","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer2","2041",5403,,"Oslo - Oslove","Kvinner","1 år","Høy nasjonal vekst (HHMH)","2041","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer2","2042",5440,,"Oslo - Oslove","Kvinner","1 år","Høy nasjonal vekst (HHMH)","2042","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer2","2043",5472,,"Oslo - Oslove","Kvinner","1 år","Høy nasjonal vekst (HHMH)","2043","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer2","2044",5498,,"Oslo - Oslove","Kvinner","1 år","Høy nasjonal vekst (HHMH)","2044","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer2","2045",5516,,"Oslo - Oslove","Kvinner","1 år","Høy nasjonal vekst (HHMH)","2045","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer2","2046",5527,,"Oslo - Oslove","Kvinner","1 år","Høy nasjonal vekst (HHMH)","2046","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer2","2047",5533,,"Oslo - Oslove","Kvinner","1 år","Høy nasjonal vekst (HHMH)","2047","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer2","2048",5533,,"Oslo - Oslove","Kvinner","1 år","Høy nasjonal vekst (HHMH)","2048","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer2","2049",5529,,"Oslo - Oslove","Kvinner","1 år","Høy nasjonal vekst (HHMH)","2049","14746","2026-09-10 12:00:25 UTC"
"0301","2","001","Personer2","2050",5523,,"Oslo - Oslove","Kvinner","1 år","Høy nasjonal vekst (HHMH)","2050","14746","2026-09-10 12:00:25 UTC"
"0301","2","002","Personer","2026",3638,,"Oslo - Oslove","Kvinner","2 år","Hovedalternativet (MMMM)","2026","14746","2026-09-10 12:00:25 UTC"
"0301","2","002","Personer","2027",3898,,"Oslo - Oslove","Kvinner","2 år","Hovedalternativet (MMMM)","2027","14746","2026-09-10 12:00:25 UTC"
"0301","2","002","Personer","2028",3924,,"Oslo - Oslove","Kvinner","2 år","Hovedalternativet (MMMM)","2028","14746","2026-09-10 12:00:25 UTC"
"0301","2","002","Personer","2029",3893,,"Oslo - Oslove","Kvinner","2 år","Hovedalternativet (MMMM)","2029","14746","2026-09-10 12:00:25 UTC"
"0301","2","002","Personer","2030",3933,,"Oslo - Oslove","Kvinner","2 år","Hovedalternativet (MMMM)","2030","14746","2026-09-10 12:00:25 UTC"
"0301","2","002","Personer","2031",3965,,"Oslo - Oslove","Kvinner","2 år","Hovedalternativet (MMMM)","2031","14746","2026-09-10 12:00:25 UTC"
"0301","2","002","Personer","2032",3990,,"Oslo - Oslove","Kvinner","2 år","Hovedalternativet (MMMM)","2032","14746","2026-09-10 12:00:25 UTC"
"0301","2","002","Personer","2033",4013,,"Oslo - Oslove","Kvinner","2 år","Hovedalternativet (MMMM)","2033","14746","2026-09-10 12:00:25 UTC"
"0301","2","002","Personer","2034",4034,,"Oslo - Oslove","Kvinner","2 år","Hovedalternativet (MMMM)","2034","14746","2026-09-10 12:00:25 UTC"
"0301","2","002","Personer","2035",4055,,"Oslo - Oslove","Kvinner","2 år","Hovedalternativet (MMMM)","2035","14746","2026-09-10 12:00:25 UTC"
"0301","2","002","Personer","2036",4077,,"Oslo - Oslove","Kvinner","2 år","Hovedalternativet (MMMM)","2036","14746","2026-09-10 12:00:25 UTC"
"0301","2","002","Personer","2037",4105,,"Oslo - Oslove","Kvinner","2 år","Hovedalternativet (MMMM)","2037","14746","2026-09-10 12:00:25 UTC"
"0301","2","002","Personer","2038",4138,,"Oslo - Oslove","Kvinner","2 år","Hovedalternativet (MMMM)","2038","14746","2026-09-10 12:00:25 UTC"
"0301","2","002","Personer","2039",4140,,"Oslo - Oslove","Kvinner","2 år","Hovedalternativet (MMMM)","2039","14746","2026-09-10 12:00:25 UTC"
"0301","2","002","Personer","2040",4145,,"Oslo - Oslove","Kvinner","2 år","Hovedalternativet (MMMM)","2040","14746","2026-09-10 12:00:25 UTC"
"0301","2","002","Personer","2041",4155,,"Oslo - Oslove","Kvinner","2 år","Hovedalternativet (MMMM)","2041","14746","2026-09-10 12:00:25 UTC"
"0301","2","002","Personer","2042",4166,,"Oslo - Oslove","Kvinner","2 år","Hovedalternativet (MMMM)","2042","14746","2026-09-10 12:00:25 UTC"
"0301","2","002","Personer","2043",4176,,"Oslo - Oslove","Kvinner","2 år","Hovedalternativet (MMMM)","2043","14746","2026-09-10 12:00:25 UTC"
"0301","2","002","Personer","2044",4182,,"Oslo - Oslove","Kvinner","2 år","Hovedalternativet (MMMM)","2044","14746","2026-09-10 12:00:25 UTC"
"0301","2","002","Personer","2045",4182,,"Oslo - Oslove","Kvinner","2 år","Hovedalternativet (MMMM)","2045","14746","2026-09-10 12:00:25 UTC"
